text_clean;polarity
ne orang juga sblum gencatan snjata  sarankan spya sandera palestina dibunuh sja semua biar tidak gencatan dan terus konfliktunggalwar;negative
al mardial setuju dalam tiap doa juga tidak hanya konflik israelpalestina yang disebut tapi juga selalu memohon perdamaian dunia di semua daerah konflik thats it harusnya si ts mah colek gereja yang pendetanya kotbah pake sneakers  juta sama arloji  jt;negative
geopolitik  panas bos;neutral
kita harus bijak dalam menyikapi video satire tentang boikot produk akibat konflik israelpalestina mari kita tetap mendukung palestina dengan caranya sendiri;positive
iyaa benerr wkwk suka sangat ngebandingin sama israelpalestina padahal  genosida dari israel gaada hubungannya sama konflik agama tapi sama orang islamophobic langsung dijadiin counter yang  malah menjurus ke adu domba antar agama;negative
beredar video satire soal boikot produk tertentu akibat konflik antara dan palestina sebelumnya;positive
sekitar rp  triliun meski begitu;neutral
adil jika merek ini disalahkan  adalah perusahaan indonesia yang tidak terkait dengan konflik di timur tengah mari kita tetap mendukung produk dalam negeri dan berjuang untuk perdamaian di palestinateukuhandri;negative
saya sangat prihatin dengan konflik yang terjadi antara israel dan palestina semoga kedamaian segera terwujud di sana sementara itu;neutral
beredar video satire mengenai boikot produk akibat konflik israelpalestina sebelumnya;negative
dari kemarin;neutral
indonesia mendukung twostate solution atau solusi dua negara sebagai cara untuk mengakhiri konflik yaitu solusi dua negara;positive
palestina akan memikul dampak mengerikan akibat konflik jika tidak ada aksi nyata dari pbb untuk itu indonesia mendesak dewan keamanan pbb untuk segera menghentikan konflik palestina israel dan krisis kemanusiaan di jalur gaza;negative
konflik antara palestina dan israel telah berlangsung selama beberapa dekade;neutral
konflik palestinaisrael bukan konflik agama;negative
stop konflik israel palestinatuhasani;negative
pemerintah indonesia bersmaa pbb mendukung genjatan senjata dan aksi damai dalam menekan kedua belah pihak untuk menghentikan kekerasan dalam konflik israelpalestina;negative
pemerintah indonesia menyuarakan keprihatinan terhadap konflik israelpalestina;negative
harapan besar konflik israelpalestina di hentikantuhasani;negative
indonesia punya usul tentang penyelesaian konflik israel palestina aireen;negative
pemerintah indonesia berperan aktif wujudkan perdamaian dunia dengan menghimpun mobilisasi masyarakat internasional tuk mengecam kekerasan konflik israelpalestina dan mendukung perdamaian presiden jokowi menegaskan tindak kekerasan harus dihentikan;negative
indonesia aktif dalam perdamaian dunia  dalam konflik israelpalestina;negative
menteri luar negeri indonesia menyampaikan bahwa ri mendukung two state solution untuk akhiri konflik politik dan kemanusiaan israelpalestina kedua negara ini harus hidup rukun dan damai pasti akan terasa indah dunia ini;positive
stop war  perang sangat merugikan kedua belah pihak pemerimtah indonesia keberatan atas pelanggaran ham yang terjadi selama konflik israelpalestina  komisi  dpr ri sentil peran pbb dalam konflik tersebut;negative
masyarakat internasional harus satu suara ini;negative
tegas dan jelas indonesia sangat menyayangkan dan sangat prihatin atas konflik israelpalestina karena itu indonesia tidak pernah hentihentinya menyuarakan perdamaian;negative
stop agresi israel di palestina  menteri luar negeri republik indonesia retno lestari priansari marsudi   sikap indonesia mengutuk aksi ilegal israel di wilayah palestina twostate solution sebagai cara mengakhiri konflik  menlu retno dalam rapat sidang darurat majelis…;negative
𝑺𝑻𝑶𝑷𝑷 𝑷𝑬𝑹𝑨𝑵𝑮 𝑰𝑺𝑹𝑨𝑬𝑳 𝑷𝑨𝑳𝑬𝑺𝑻𝑰𝑵𝑨  nu dan muhammadiyah sepakat dan satu sikap bahwa konflik palestina dan israel adalah permasalahan politik dan kemanusiaan  konflik antara palestina dan israel telah berlangsung beberapa dekade;positive
pemerintah indonesia berkomitmen menjaga perdamaian dunia pemerintah indonesia menyuarakan keprihatinan terhadap konflik israelpalestina;negative
majelis umum pbb perlu menyerukan penghentian pemindahan warga sipil gaza dan melindungi warga sipil gaza selain itu;negative
pemerintah indonesia keberatan ke pbb atas serangan israel ke palestina komisi  sentil pbb dalam konflik tsb;negative
indonesia menyuarakan keprihatinannya atas peningkatan eskalasi konflik antara palestina dan israel indonesia sangat prihatin dengan meningkatnya eskalasi konflik antara palestinaisrael;negative
menteri luar negeri republik indonesia menlu ri retno lestari priansari marsudi menyatakan sikap indonesia yang mengutuk aksi ilegal israel di wilayah palestina dia juga menyampaikan terkait twostate solution sebagai cara mengakhiri konflik;positive
indonesia mendesak dewan keamanan perserikatan bangsa bangsa segera bertindak untuk menghentikan konflik israel palestina dan krisis kemanusiaan di jalur gaza;negative
indonesia bersama pbb mendukung gencatan senjata dan aksi damai dalam menekan kedua belah pihak untuk menghentikan kekerasan dalam konflik israel palestina;negative
menlu ri retno lestari priansari marsudi menyatakan sikap indonesia yang mengutuk aksi ilegal israel di wilayah palestina dia juga menyampaikan terkait twostate solution sebagai cara mengakhiri konflik;positive
indonesia mendesak dewan keamanan pbb segera bertindak untuk menghentikan konflik israelpalestina dan krisis kemanusiaan di jalur gaza indonesia juga mengecam keras berlanjutnya agresi militer israel terhadap warga sipil di gaza;negative
menteri luar negeri republik indonesia menlu ri retno lestari priansari marsudi menyatakan sikap indonesia yang mengutuk aksi ilegal israel di wilayah palestina   dia juga menyampaikan terkait twostate solution sebagai cara mengakhiri konflik;positive
gus yahya mengajak masyarakat internasional untuk berperan aktif mencari penyelesaian yang adil dalam konflik israelpalestina sesuai dengan hukum dan kesepakatan internasional;negative
parlemen indonesia tengah upayakan resolusi selesaikan konflik palestina israel dan  pemerintah indonesia pasti mendukung kemerdekaan palestina dengan sudah mengontak banyak ketua parlemen untuk bikin resolusi bersama;negative
konflik antara palestina dan israel yang telah berlangsung selama bbrp dekade;neutral
komisi i dpr ri mengkritik pbb yang tidak tegas mengatasi konflik palestina dan israel   komisi i pun sudah memberi mandat ke pemerintah untuk terus lantang menyuarakan kemerdekaan palestina;positive
ketua komisi i dpr ri mengkritik perserikatan bangsabangsa yang tidak tegas mengatasi konflik palestina dan israel   keberatan pemerintah indonesia atas pelanggaran hak asasi manusia yang terjadi selama konflik israelpalestina;negative
kemarin saya masih setuju penyelesaian konflik dengan pembentukan  negara;negative
kenapa pada palestina karena  di palestina itu ada al quds atau masjid al aqsa  situs umat islam yaitu kiblat ke  umat islam setelah kabah di  mekkah  maka wajib hukumnya seluruh umat islam di dunia;positive
kalau mereka berpikir logis;negative
konflik saudiyaman jauh lebih buruk daripada konflik israelpalestina tp tidak ada yang sebut saudi penjajah atau free yaman  hanya di konflik yang menyangkut israel  saja ada sebutan israel penjajah amp  free palestine  berarti ini murni karena sentimen benci yahudi  bukan alasan kemanusiaanmelodiasyik;negative
seandainya inggris membagi palestina menjadi palestina amp  negarax selain negara yahudi;positive
membaca fiksi tentang konflik suriah sekaligus berdonasi untuk palestina  terima kasih;positive
konflik terus terjadi srael terus menggempur palestina sebuah usul perdamaian saat ini adalah peta menuju perdamaian yang diajukan oleh empat serangkai uni eropa;negative
nah dari sini konflik di mulai   m ketika pecah perang dunia i;negative
mayoritas pendukung palestina itu pasti beragama islam  mereka mendukung palestina  bukan karena simpati pada palestina;positive
hamas adalah organisasi politik dan militer palestina yang berperan aktif dalam konflik israelpalestina hammas melalui pemilu telah diakui oleh rakyat gaza dan menjadi otoritas resmi yang mendominasi jalur gaza saat ini;positive
soem lah emang di sini mayoritasnya islam;positive
polri  dijajah pake lo;negative
konflik palestina bukan konflik agama;positive
hubungan segitiga blinken  netanyahu  abbas  menlu as ke  presiden palestina mahmoud abbas bicara konflik di gaza dan langkahlangkah untuk meningkatkan keamanan   pejuang palestine brigade alqosam;neutral
tiktok platform berbagi video saat ini tengah menghadapi tekanan terkait konflik israel dan palestina tiktok mendapati banyak tudngan termasuk di indonesia;negative
satusatunya solusi jihad dan khilafah  presiden amerika serikat as joe biden mengatakan solusi dua negara merupakan cara yang tepat untuk menyelesaikan konflik israel dan palestina hal tersebut dia ungkapkan lewat sebuah cuitan di x dulu twitter cnn indonesia;positive
light  dominasi amerika serikat dalam konflik israelpalestina  halo;positive
kita sudah mengetahui kalau presiden jokowi dengan tegas menekankan beberapa poin seperti gencatan senjata;negative
kirakira;neutral
halo gais;positive
peran indonesia era jokowi dalam konflik palestinaisrael   a thread;neutral
ini juga nih yang suka obok obok agama;negative
inilah kenyataan yang sebenarnya  seandainya yang berdiri bukan negara israel;negative
ngasih presentasi soal pentinggnya sejarah tz ambil studi kasus soal konflik palestinaisrael hanya ambil bagian kenapa penyerangan  okt itu terjadi;negative
baru nonton sweet home  lalu;positive
mantapp deh produk nasional untuk gaza alhamdulillah le mineral memberikan bukti nyata dukungan terhadap konflik yang terjadi di palestina  mari bantu palestina;positive
dunia masih belum peduli dengan kekejaman yang dilakukan oleh zionis;negative
tata cara shalat ghaib untuk korban konflik di palestina  spiritual;positive
produk nasional untuk gaza alhamdulillah le mineral memberikan bukti nyata dukungan terhadap konflik yang terjadi di palestina;positive
warga bogor bernama beni mendaftarkan diri sebagai relawan kemanusiaan untuk berangkat ke palestina karena hatinya tergerak melihat konflik di sana;negative
banyak orang indo masih saja sampe sekarang bawa agama di konflik palestina bunch of weirdosjunkuromi;negative
peristiwa di gaza telah membuktikannya  tidak ada keraguan bahwa iran beserta milisinya di irak;negative
maraknya berita tentang perang palestina dengan israel perang palestina dengan israel merujuk pada konflik berkepanjangan antara israel dan sejumlah kelompok palestina;negative
menlu oki serukan resolusi internasional untuk konflik israelpalestina;negative
israel dan hamas sepakat untuk memperpanjang gencatan senjata di jalur gaza apakah proses ini bisa diartikan sebagai potensi penyelesaian konflik  ayo simak penjelasan dari peneliti csis;negative
juru bicara kementerian luar negeri wang wenbin mengatakan china terus menyuarakan dialog sebagai cara terbaik menyelesaikan konflik palestina dan israel;negative
situasi konflik selalu menantangbiarkan saja pihak berwenang yang menanganinya;positive
magrib edisi khusus  telah sampai kita di penghujung tahun  kali ini magrib hadir dengan satu tema palestina para penulis terpilih merespon peristiwa konflik di tanah gaza dengan berbagai genre sastra;neutral
dalam sejarah konflik arabisrael;neutral
kalau bisa juga bendera palestina dilarang dalam situasi saat ini;negative
kaum munafik hipokrit akun semua sosial media digembok macam tak mau berperan aktif dalam konflik palestina nanti betulan di tinggal propertinya disana dijadikan markas psikologi   terus jizyah di terapkan disanakhadafi;negative
semua penting;neutral
dalam sebuah wawancara dengan televisi publik spanyol;positive
meningkatkan mediasi diplomatik;positive
menghentikan konflik ini kita harus tetap optimis bahwa kedamaian akan datang;negative
kita  membela rakyat palestina;positive
resmi antara indonesia dan israel b ini menunjukkan sikap tegas pemerintah terhadap konflik di timur tengah c semoga larangan ini dapat memperkuat solidaritas dengan palestinaputraangga;negative
isu khilafah di indonesia adalah agenda dari kelompokkelompok radikal intoleran seperti hti yang sudah dilarang oleh pemerintah menurutnya isuisu seperti konflik israel palestina ini memang kerap dijadikan propaganda dan eksistensi dari ideologi khilafah merekamediainformas;negative
sikap pemerintah;positive
dalam beberapa minggu terakhir;neutral
konflik nya tenggelam garagara palestinaisrael kwkwkw dan  kemarin ada post yang lewat beranda;negative
sparkyu  lo lihat deh skg kelakuan israel gmna;negative
kenapa ya orang israel yang selama ini selalu kita anggap sebagai kaum yang memiliki intelektual tinggi berpikiran logis;positive
idlix vs netflix perbedaan sikap terhadap konflik israelpalestina;neutral
todzira haru konflik agama;negative
keadilan dan perdamaian kata salah satu peserta acara film palestina yang diputar adalah wajib karya annemarie jacir yang mengisahkan tentang hubungan ayah dan anak dalam situasi konflik politik semoga melalui film ini kesadaranlilalusiaw;negative
di tepi barat yang dikuasai fatah;negative
kri dari radjiman bawa bantuan dan jadi rumah sakit bagi warga palestina korban konflik dengan israel;negative
krisis kemanusiaan yang berkepanjangan di palestina membutuhkan perhatian dan dukungan kita untuk membantu masyarakat yang menderita akibat konflik yang terus berlanjut   walaupun saat ini dalam masa gencatan senjata namun situasi di palestina belum bisa dikatakan kondusif;negative
id pbb ketika pemimpin negara di dunia meminta mereka untuk mengurus konflik palestina agar tidak terjadi banyak korban warga sipilhypnicjerk;negative
open donasi  halo;negative
pilot sandra di bilang hanya  orang  tni di tembak di bilang masih banyak tni yang lain  indonesia tidak peduli dengan kemanusiaannya  mereka itu mau hidup seperti kita yang lain  pemerintah jangan sibuk dengan palestina dan freeport;positive
dalam konflik ini kita berharap israel menghentikan segala bentuk kekerasan dan penindasan kepada rakyat palestina shngga solusi perdamaian dpat tercipta shngga tidak  banyak korban dri sipil berjatuhancancerboyboy;negative
di tengah konflik palestinaisrael yang sedang berlangsung;neutral
pbb sepertinya gagal selesaikan konflik firaun israel dengan palestina;negative
beberapa minggu terakhir mengikuti perkembangan media massa;neutral
pilpres indonesia itu rasanya seperti konflik israel  palestina mengerikan  israel amp  palestina dari replace musuhan tapi pdip vs barisan jokowi itu sebetulnya karib namun hanya rebutan posisi saling hantamnya  kejam juga pdhal hanya rebutan posisi bukan wilayah ampun dah havaind;negative
tolak ukur tidak ikut ditentang karena tidak populer tuh kamu lihat dari mana tidak populer di circle kamu mungkin genosida di congo yang lagi berjalan bareng sama di palestina saja rame kok  tidak usah tabrak²in satu konflik dan lainnyasimpangsayur;positive
selanjutnya masih terkait dengan isu  konfilk yang terjadi antara israel dan palestina;neutral
jujur saya sangat ingin ngajak mine amp  imah lanjut s di unhan;neutral
ep china terbitkan dokumen mengenai posisinya dalam konflik palestinaisrael;neutral
china tegaskan dialog cara terbaik selesaikan konflik palestinaisrael;negative
mendukung penyelesaian konflik israelpalestina;neutral
arah berita² group  saat² ini cenderung tendensius bahkan melecehkan logika untuk isu² besar lokal amp  internasional;negative
pemerintah indonesia dan negaranegara regional mengajukan upaya diplomasi untuk mengatasi konflik israelpalestinafuifuimahya;negative
pada perusahaanperusahaan diduga terafiliasi dengan pihak yang terlibat konflik di palestina;neutral
sjk konflik palestina pecah  oktober lalu sampe hari ini;positive
❌ video datangnya bantuan amerika kepada israel melalui kapal laut militer   ✅ faktanya video tersebut diambil pada saat pasukan as sedang melakukan latihan pendaratan amfibi di kolombia pada  juli;negative
apa itu peristiwa nakba dalam konflik israelpalestina;negative
bayangin perasaan mrk ketika lama kelamaan sadar kalau israel itu adalah penjahat dalam konflik palestina  selama ini kan mrk nganggep kalau israel itu pahlawannya  denialnya seperti apa coba itu ntarhanin;negative
kritik tajam sara nour terhadap kegagalan konvensi internasional dalam menyelesaikan konflik palestina;negative
bebaskanlah palestina  persoalan israelpalestina ini kompleks;positive
ramalkan konflik di rusia hingga palestina tak selesai dalam waktu dekat;negative
jangan pernah berhenti mengabarkan tentang kondisi dan perjuangan rakyat palestina dalam melawan kebiadaban zionis israhell laknatullah  🎥hari ini 👉konflik telah pecah dengan pasukan penjajah israel di kota betunia;negative
rrv sepakat dengan pbb dan israel;negative
dan   hubungan deng konflik israel palestina apa tolong diajarin dong puhsepuuhh;negative
dan   lah kamu nape sehat yang bilang palestina konflik agama siape dibaca lagi;negative
dan   beningan kamu mati ajah sibuk dengan kaykinan orang;negative
dan   siapa yang tanya agama kamu bukan nya kamu dan kaum kamu sibuk urusin keyakinan orang konflik palestina kamu kira konfil agama;negative
china terbitkan dokumen mengenai posisinya dalam konflik palestinaisrael;neutral
benar;neutral
galang dukungan untuk membangun kembali palestina yang hancur akibat konflik     bonebone;positive
palestina bukanlah konflik agama;positive
leres sana yang perang;negative
 ayo;positive
pahami saja israel itu musuh nya dari mana saja  masuk wilayah palestina;negative
lha iya yang penting kan pernah ada balik lagi ke masalah collateral damage ini selalu ada di semua peperangan   indonesia hanya peduli soal israelpalestina sementara diam saja dengan masalah kemanusian negara lain ini jelas karena ada yahudi di konflik israel  palestina  kalau…gggboxng;negative
buat yang suka ngomong kita harus fokus urus konflik dalam negri saja atau jauh amat peduli palestina di sini orang jadi ditindas atau bela palestina bisa bela bangsa sndiri susah tolong perluas perspektifnya ya apa yang tjd di sini bisa jadi karena tangan orang luarhastarika;positive
rusia lakukan segala cara untuk redakan konflik israelpalestina;neutral
apa hubungan antara senjata;negative
id bisa jadi karena ekonomi lesu;negative
palestinaisrael dalam thread persenjataan;neutral
update konflik israel palestina gencatan senjata diperpanjang satu hari lagi;negative
presiden as joe biden serukan solusi dua negara untuk konflik israelpalestina;negative
atasi konflik israelpalestina;negative
setop perang di israelpalestina sekarang juga;negative
propaganda syiah distiap eskalasi konflik israelpalestina syiah slalu berpura ambil bagian  alakadarnya namun britanya di overloud ingat konflik trakhir  sebelum  iran klaim bantu roket;negative
sejarah wilayah tepi barat dalam konflik israelpalestina lihat selengkapnya;negative
logika menyembah mataharipatung itu jelas cacat okelah kalau logika lainnya sih mantap saya juga kerja di perusahaan jepang  dan dalam lingkup logika konflik palestinaisrahell;negative
permalasahan apa pun;neutral
sikap resmi nkri thd konflik palestinaisrahell adalah mendukung palestina kalau elu dukung israhell sama dengan dukung penjajahan jadi jelas elu itu pengkhianat bangsa amp  negaradamdoolley;positive
berharap dapat menyaksikan langsung terwujudnya perdamaian di gaza palestina yang hingga saat ini masih mengalami konflik  alhamdulillah kolaborasi antara upz baznas telkom dan rekanrekan dari mttg berhasil mengumpulkan bantuan sebesar rp jutamttggatsu;positive
kamu mewakiki orang katolik kamu memanfaatkan konflik palestina untuk menunjukkan kebencianmu pada islam dan setiap detik menebar bibit perpecahan antar sara;positive
kami percaya bahwa kita semua masih bisa membantu saudarasaudara kita yang menjadi korban konflik mari bersama kita sisihkan apa yang kita punya untuk memberikan senyuman mereka kembali;negative
dalam beberapa dekade terakhir;neutral
bawabawa salaf  malah kalau dia salaf harusnya tidak suka menuduh tanpa ilmu;positive
kamu yang tidak nyadar kalau  paksa sangat bawa² konflik palestinaisrael di thread yang mbahas persenjataanfankadam;negative
gini emang semua persenjataan buatandioperasikan sama israel nggak kan thread ini bahas persenjataan nggak ada hubungannya dengan konflik palestinaisrael militer mana pula yang mau buang²  rb buat satu peluru lagipula jawabanmu sekadar kok panik kok panik biar apafankadam;negative
id konflik israel  palestina nya mau di bawa ke sini beneran tololfeelsbringer;neutral
polri  karena itu lah masyarakat menilai konflik israelpalestina ini masalah agama;positive
data korban tewas konflik israelpalestina hingga  november;negative
diskusi menyoroti dampak serius konflik palestina;negative
keprihatinan global terhadap tragedi kemanusiaan yang berlarut di palestina;negative
bukan konflik agama tp dulu banyak yang termotivasi dengan dasar agama kalau sekarang konflik palestinaisrael juga katanya bukan masalah agama;negative
auro  id  marahlah palestina;neutral
sejak meningkatnya eskalasi konflik;positive
toniee  semenjak mandat inggris atas kawasan palestina hampir smua konflik  bangsa arab palestina yang memulai terutama setelah kepulangan haji aamiin alhuseini;positive
konflik israel vs palestina konsisten sejak dulu;neutral
pak jk ketum pmi akan kirim personil ke palestina untuk melakukan kaji cepat;positive
halah;negative
konflik israelpalestina ini hingga akhir zaman bahkan setelah dirimu mati sekalipun konflik ini akan terus berlanjutferryirwanto;negative
setelah peristiwa  october;negative
dan  konflik sekarang palestina israel apa inggris palestina konteks tweet diatas bahas palestina israel apa palestina inggris siapa yang bodoh 🫵🫵🫵🫵🫵arhands;positive
konflik israelpalestina telah berlangsung selama  tahun dan bahkan lebih lama bila kita menariknya lebih jauh sebelum pembentukan israel pada     palestinefrontmudarev;positive
ini karena konflik israelpalestina sedari replace mewakili intervensi imperialis barat di timur tengah dalam konflik israelpalestina terekspresikan dengan mencolok dan gamblang problem kebangsaan negerinegeri timur tengah di tengah imperialisme yang mencekik  frontmudarev;negative
id isu konflik palestina ini sepertinya menjadi isu anak emas warga sini ya;positive
karena  banyak yang baru  tahu;neutral
cepot    scr garis besar bisa kita ambil pelajarannya;negative
pak baca sejarah;negative
ilham id  yang harus kita akui adalah;negative
indonesia melalui menlu retno marsudi mendesak agar gencatan senjata dapat berjalan permanen dalam konflik israelpalestina;negative
sejarah wilayah tepi barat dalam konflik israelpalestina;negative
sejarah wilayah tepi barat yang dijuluki berlin kecil dalam konflik israel dan palestina;negative
rakyat palestina telah mengalami penderitaan yang luar biasa akibat konflik yang berkepanjangan  siskalarass;negative
hentikan politik agama dalam hal konflik peperangan palestina dengan israel jangan membuat suasana makin panas dan meluas keseluruh pancar negara artinya jangan sampai meluas keseluruhan negaranegara raja yunan nkri🇲🇨 intruksikeras hentikan politik agama;negative
sejumlah pihak menyatakan konflik di ukraina sebagai perjuangan mencapai kemerdekaan tetapi;negative
media partner  mandiri amal insani   darurat;negative
id  lo belajar sejarah konflik israelpalestina semenjak  saja sudah jelas salah ibarat nonton series tv langsung nonton season  tapi season  di skipcozmonut;negative
rusia lakukan segara cara redakan konflik israelpalestina;neutral
id nih yang mau versi singkat tapi cukup untuk memahami konflik ini    penuntutan pengembalian wilayah sesuai dengan un border  tidak hanya menjadi alasan orang palestina ngelawan pake senjata;positive
lagi ngapa sih rika om  🔸 lebih dari  anak;negative
sekedar bertanya;neutral
posisi terkuat sejauh ini datang dari artis dan pembuat film yahudiisrael;neutral
bitung sudah aman;neutral
id  apasih tol you thought you did something there  sejarah kejadian  oktober kek ni konflik baru dimulai  tanggal itu saja tipikal zionis sih playing victimnya keras sangat korban israel  koar palestina   malah mingkem cep dan denialdrwreno;negative
id tidak level min ngeladenin orang yang jadii basis  oktober sebagai muasabab konflik palestinaisrael tidak usah diresponsamvahbat;negative
senin;neutral
hakhak rakyat palestina untuk menentukan nasib sendiri  solidaritas adalah salah satu nilai fundamental dan universal yang harus mendasari hubungan internasional di abad ke;negative
sebenarnya konflik ini bermula dari mana sih untuk penjelasan selengkapnya terkair konflik antara palestina dan israel ini;negative
🚨konflik israel dan palestina memanas lagi🚨kawanwh;negative
guru besar departemen  hubungan internasional fisip universitas indonesia ui evi fitriani  menegaskan konflik israel dan palestina bukan merupakan konflik antar  agama melainkan sebuah penjajahan    sumber;negative
satusatunya solusi jihad dan khilafah  presiden amerika serikat as joe biden mengatakan solusi dua negara merupakan cara yang tepat untuk menyelesaikan konflik israel dan palestina hal tersebut dia ungkapkan lewat sebuah cuitan di x dulu twitter cnn indonesia…;positive
suka sangat lompat pagar agama lain;negative
tiga hal penting dari diskusi tadi  isu palestina bukan konflik agama  solidaritas thp rakyat palestina adl seruan kemanusiaan  dukungan bisa dilakukan dengan banyak cara dan khusus untuk boikot harus tepat sasaran dan punya basis riset yang kuat mari bersolidaritas dengan akal sehatitokwardoyo;positive
konflik israel dan palestina ini benerbener jadi pengingat diri bahwa kadang yang buta itu bukanlah mata melainkan hati dan pikiran allah baik sangat sudah ngasih kita kisikisi dan tuntunan untuk menghadapi yang seperti gini dan dimana kita harus berpihak juga bertindakmedurororo;negative
masyarakat internasional harus berperan aktif dalam membantu warga palestina yang terdampak konflik ini mereka membutuhkan bantuan kita afiyahkamila;negative
ini bukan konflik antara dua pihak yang seimbang;negative
mudanu   nama imilx mudanu tapi munafik;neutral
yang benci palestina dan ngatain hamas teroris tuh emang islamophobic  tolol saja sebenernya wkwk padahal konfliknya bukan konflik agama;negative
ternyata arab lebih mengerti sejarah bangsa israel;negative
namun sebenarnya;neutral
dibalik tagar  yang ramai diperbincangkan;negative
kapolda jawa timur irjen pol drs imam sugianto;negative
menganggap konflik israelpalestina sebagai konflik agama justru merugikan palestina itu berulangkali disampaikan oleh duta besar palestinaecosocrights;negative
maka dari itu;neutral
guru besar fisip ui penjajajahan israel ke palestina bukan konflik agama;neutral
percaya;positive
disebut konflik agama memang ada benarnya;negative
seiring meningkatnya eskalasi konflik di palestina;positive
pengungsi palestina di jordan juga pernah kok dapat julukan whatsocalled as dikasih hati minta jantung melalui jordan black september;positive
menlu retno tegaskan indonesia tidak bisa diam melihat kondisi korban konflik israel palestina;negative
bjir hanya ketika konflik israelpalestina;neutral
duit dari centang biru hasil dari monetasi penderitaan orang lain tapi emang apalagi sih yang bisa dia lakukan selain mengekploitasi perasaan orang lain adanya konflik palestina israel membuat greschinov berhenti bahas lgbtjessenielle;negative
wakil utusan khusus perserikatan bangsabangsa pbb untuk suriah najat rochdi;neutral
konflik yang berkepanjangan israel vs palestina 🫰🫰🫰🫰👇👇👇;positive
masalah palestina masih bisa mempersatukan masyarakat arab dan islam karena pentingnya dan semangat keagamaannya  sedangkan konflik negara arab lainnya tetap merupakan masalah internal murni yang hanya akan menjadi perhatian pihakpihak yang berkepentinganndanukama;positive
buku sejarah palestina asalmuasal konflik palestinaisrael klik disini untuk beli ⤵️;positive
mantaaapp bu retno marsudi   menteri luar negeri republik indonesia retno marsudi;neutral
perjalanan konflik israelpalestina sumber windarti;neutral
mari kita membuka lembaran sejarah untuk memahami peristiwa penting ini latar belakang keputusan tersebut melibatkan konflik di palestina antara komunitas yahudi dan arab setelah berakhirnya perang dunia ii;negative
threads himas bulan november keputusan bersejarah pbb dalam konflik israelpalestina  november  pada  november;negative
🌍 ngaji online aik fokus pada ukhuwah;negative
konflik israelpalestina kembali menjadi perbincangan hangat di media akhirakhir ini banyak masyarakat internasional yang mengecam tindakan israel terhadap palestina  simak seri architect edisi pertama ini yang akan mengupas tuntas konflik israel dan palestina;negative
sejarah wilayah tepi barat yang dijuluki berlin kecil dalam konflik israel dan palestina wilayah tepi barat memainkan peran sentral dalam konflik israelpalestina serta negaranegara arabmuslim selama  tahun inilah sejarah wilayah pendudukan tepi…;negative
retno kembali mengingatkan bahwa yang paling penting adalah penyelesaian akar konflik;negative
semua sandera kamu dalam keadaan baik dan sehat ditangan para pejuang hamas;negative
para jurnalis yang tewas meliputi  warga palestina;neutral
siapa yang bilang kami tidak ribut rohingnya dan yaman sama kasusnya tapi tidak sebesar massive di palestina jadi lumrah banyak yang tidak bersuara;neutral
menteri luar negeri retno marsudi menyatakan indonesia tidak bisa tinggal diam melihat ribuan anak dan perempuan tidak berdosa tewas akibat konflik antara israel dan kelompok hamas palestina di jalur gaza;negative
posisiku bela palestina;positive
menteri luar negeri retno marsudi ri menekankan pentingnya gencatan senjata permanen di jalur gaza di tengah berlangsungnya konflik antara militer israel dan kelompok pejuang palestina hamas pernyataan ini disampaikan menlu retno saat menghadiri sidang majelis umum…;negative
orang orang yang masih patokannya ini konflik agama saja sudah aneh padahal membela palestina itu urusan kemanusiaan dan sudah digaungkan oleh soekarno dari dulupeinakatsukiw;negative
konflik di palestina menjadi sorotan dunia termasuk erwin aksa;negative
muda  djojoning anomali       nadahq          pdhal ini bukan debat tentang agama;negative
yang masih mikir konflik agama kata saya teh tolol dikata di palestina gada yang non muslim dikata di israel hanya agama yahudi mikir anjg mau dukung kemanusiaan kok disangkut pautin sama agama bukan masalah agamanya yang beda tpi jiwa kemanusiaannya yang bedanjunnni;negative
inggris adalah pelopor pertama konflik palestina israel;neutral
menlu ri di sidang pbb perlu gencatan senjata permanen untuk palestina  retno marsudi bicara di sidang majelis umum pbb dia menyerukan gencatan senjata permanen untuk mengakhiri konflik israel vs palestina di gaza  begitu begitu    detikcom;negative
hari solidaritas internasional untuk rakyat palestina;positive
indonesia memiliki peranan penting untuk mewujudkan two state solution atau solusi dua negara demi mengakhiri konflik israel dan hamas palestina;positive
wilayah tepi barat memainkan peran sentral dalam konflik israelpalestina serta negaranegara arabmuslim selama  tahun inilah sejarah wilayah pendudukan tepi barat;negative
gerombolan penipu hamas fanboy indo ini sebenarnya tidak pengen palestina merdeka dan hidup damai mereka  tahu palestina tidak akan bisa merdeka dengan perang senjata;neutral
kamu mau dukung siapa itu hak kamu;positive
perjuangan rakyat palestina adalah perjuangan kita semua;negative
presiden israel akan menjadikan palestina ke dua jika indonesia mencampuri konflik israel palestina 📸 tonton video ini di facebook;negative
pbnu tanggapi tragedi bitung konflik di palestina bukan perang agama;negative
fakta rothschild;negative
untuk melihat lebih dekat konflik yang tengah terjadi antara palestina dan israel;neutral
alasan dasar yahudi memilih tanah palestina adalah karena agama mereka meyakini tanah palestina adalah tanah yang dijanjikanya tidak bisa dipisahkan dong antara konflik agama dan konflik perebutan lahankuceliena;negative
emang kocakkk kok bisa  malah fokus ke cadelnya bukan ke inti pembahasan padahal disitu saya banyak sangat dapet informasi tentang gimana konflik israel palestina terjadimultazammbam;negative
