text_clean;polarity
di sini memang bagian paling tragis dari konflik ini  kalau memang berpotensi eskalasi di tepi baratjordan lalu kenapa pemerintah israel mengizinkan   yha karena mereka ini memang doktrin religius ekstrimis yang menjadikan jerusalem sebagai tujuan mutlak eksistensi yahudi;negative
amerika serikat pada selasa  mengatakan akan menolak visa bagi para pemukim ekstremis israel yang berada di balik gelombang kekerasan terhadap warga palestina di tepi barat selama memanasnya konflik di gaza dalam beberapa bulan terakhir;negative
lebih dari satu jurnalis per hari tewas dalam konflik israelhamas ini harus dihentikan;negative
ngaku saja bhw kamu sentimen benci kesumat kepada bangsa israel  tuh lihat konflik saudiyaman apakah ada umat muslim bersuara  free yemen   stand with yemen  saudi is oppressor   urus dulu tuh yaman daripada urus palestina  munafik;negative
kita butuh pemimpin yang memiliki pemahaman geopolitik yang luas dan lengkap apalagi ke depan semua akan menghadapi kompleksitas situasi global yang tidak pasti dari konflik israelpalestina hingga ukrainarusia belum lagi isu pangan hingga kekeringan global isuisu…;negative
sudah berapa kali konflik israel palestine mereda karena pbb mendesak gencatan senjata kam pengungsian palestine itu siapa yang kasih makan kalau bukan unwr sebagai perpanjangan tangan pbb;negative
seandainya yang berdiri di sebagian tanah tsb adalah negara lain selain negara israel mk tidak akan ada konflik atas tanah tsb selama  tahun  akar dari konflik ini sematamata hanya karena sentimen kebencian yang dimiliki oleh agama islam amp  umat islam terhadap bangsa israel;negative
ya karena as baru bantu israel sejak yom kippur waktu perang israelarab pertama as lebih milih netral konflik suez inggrisprancis ditekan as buat ngelepasin kanal suez karena  negara itu bantu israel perang  hari israel dibantu prancis tapi diembargo sama prancis;negative
ofpetojo konflik palestinaisrael sudah lama sejak  saya sma tahun  saya ingat bbrp teman nasrani menyebut mengolok teman muslimah berhijab yang waktu itu  masih jarang dengan sebutan palestina jadi turun temurun sudah lama konflik palestinaisrael dianggap islam vs nasrani;negative
konflik israel vs palestina itu bukan konflik agama tapi konflik karena tentang kolonialisme orang palestina diperlakukan dengan se wenang oleh negara israel;negative
konflik palestinisrael penduduk gaza gulung khemah pindah lagi;negative
kalau saranku sih apapun tentang palestine mau itu tentang konflik di sana dukungan untuk palestine dari berbagai tempat bahkan propaganda menjijikan dari israel zionist dan antekanteknya harus disebarkan tentu dengan berbagai catatan biar tekad kita makin kuat;negative
emang di akherat ada pertanyaan soal konflik palestina israel juga ya subhanalloh;positive
konflik vietnam jilid  semoga israel dan amerika kalah layaknya vietcong yang bikin amerika kelimpungan;negative
israel mengumumkan pasukannya merangsek masuk kota khan younis kota terbesar kedua di gaza di tengah meningkatnya serangan udara israel terhadap warga sipil gaza  ini menandai babak baru dalam konflik israel dan palestina yang mematikan;negative
iyalah mau warga gaza jadi pengungsi di sinai dan nanti israel melakukan aneksasi sinai untuk mengejar orang palestina seperti di libanon dengan menyerang libanon selatan itulah replace konflik hizbullah dengan israel;negative
merc konflik palestina israel bukan konflik agama melainkan penjajahan;negative
masih berdebat masalah konflik ini berkaitan dengan agama warga indonesia masih terpropaganda dengan masalah ini padahal pembntan di palestine terjadi bukan hanya terhadap umat islam saja umat kristiani juga mentang² pke bhs arab apa musti islam yang mihak israel emg buta;positive
ini mencerminkan keadaan konflik internal dan kurangnya kepercayaan antar lembaga pemerintahan di israel tentara pendudukan mengalami penghinaan ganda di tangan kelompok perlawanan di gaza dan tepi barat di satu sisi dan di sisi lain di tangan netanyahu cont;negative
detikers aktris asal israel gal gadot kembali buka suara terkait konflik israelpalestina dia justru  malah menuntut media dan masyarakat dunia yang disebutnya bungkam saat insiden  oktober ⁣⬇️  begitu begitu;negative
sangat prihatin dengan situasi konflik di israelpalestina semoga langkahlangkah ini dapat membantu mencapai perdamaian yang langgeng dan melindungi nyawa warga sipil 🕊 ️ ✨;negative
untuk case mcd ya mcd pusat di amrik sana mereka gada statement resmi apa perihal konflik yang terjadi sekarang yang dukung zionis tuh ya mcd cabang yang ada di negara israel;positive
konflik palestinisrael tidak jejas hubungan diplomatik malaysia as eropah;negative
konflik palestinisrael ramai askar zionis dijangkiti ciritbirit;negative
malaysia akan terus memperjuangkan hak rakyat palestin dalam membantu mencari penyelesaian terbaik terhadap konflik antara palestin dan israel    yang sahih di berita rtm;negative
saya ngeri ini dibelakangnya ada negara barat yang sengaja mau memecah belah indonesia biar konflik kaya ditimteng apalagi selama ini indonesia terangan tidak suka israel hmm sus;negative
mamarica mulai lunak takut dukungan kaum muslimin usa meninggalkan paman biden   mendesak  gedung putih “penasihat wakil biden mengadakan pembicaraan di israel mengenai konflik dengan hamas dan akan mengunjungi ramallah hari ini rabu”  sumber  al jazeera free share;negative
wkkwkw karena eropa dan us sendiri was beneran perang ama rusia literally mereka tidak mau musuhan jadinya ya senjata yang dikasih seolah formalitas  beda hal ama di timteng kamu bantu israel kamu tidak bikin potensi konflik ama great powers;negative
polri  lah memang benar kata  tadi lo jug yang memprovokasi duluan buat adu domba narasi pake bawa² konflik palestinaisrael mau ngelak gmn lagi sudah ketahuan lo ekstremis dan islamphobia  ngakunya lo indonesia ngaku pancasila ngakunya lo nkri tp suka tuduh islam;negative
benarkah allah menjadikan yahudi sebagai bangsa unggul  salah satu mitos di obrolan pinggir jalan terkait konflik israelpalestina ialah tentang keunggulan umat yahudi atas seluruh penduduk bumi sepanjang masa;negative
ajaran agama islam memang menanamkan sentimen kebencian kepada bangsa israel  inilah akar sumber penyebab konflik  tahun israelpalestina arab yaitu berasal dari sentimen kebencian kepada bangsa yahudi yang ditanamkan oleh agama islam;negative
yum koruyucu sugema hamas sudah prsiapkan konflik ini slma bertahun dan israel tidak pernah duga strategi mrka;negative
konflik palestinisrael zionis arah penduduk selatan gaza berpindah;negative
upayakan lagi perundingan damai israelpalestina dan mengupayakan solusi  negara untuk mengakhiri konflik israelpalestina network ri  un    marufamin 🇮🇱🇵🇸💜💖💕💞💝💟;negative
kluarga yang disndera vs si setan  setan tidak berniat bebaskan sandera yang tersisa  ada sandera israel yang dithan sejak  mreka sehat   sandera thailand dan  filipina  setan tidak brniat bebaskan sndera spya konflik jlan terus dan dia tidak dipenjara;negative
khaakhun  apakah kamu khawatir tentang genosida timor timur oleh militer indonesia itu adalah genosida nyata konflik israelpalestina tidak ini adalah perang antara iran dan israel rezim syiah iran mendanai hamas inilah sebabnya mengapa negaranegara arab tidak menentang israel;negative
ayam jatinangor overrated netizen bilang lebih enak dari mcd itu hanya karena konflik palestinaisrael 💀;negative
tcid masih pake terms konflik israel hamas;negative
tragedi konflik palestine versus zionis israel partnd;negative
misteri konflik palestine versus zionis israel partnd;negative
jika niatnya mbunuhmbinasakan itu jelas salah masalah jumlah korban itu tergantung dari besarnya kekuatan amp  kelengkapan persenjataan  tetap jika sjk usia dini ditanamkan bibit kbencian kapan konflik akan reda visi misi hamas jelas mbinasakan smp tidak ada negara israel;negative
qatar kecewa dunia internasional pakai standard ganda di konflik israel palestina;negative
bang gara kasus pandemi mah kasusnya pengangguran friksional dari  juga sudah banyak yang terserap lagi kamu fikir perusahaan bankrut total semua eeeh gilirin sekarang mau manfaatin konflik israel palestine buat naikin ekonomi domestik saja lo pada berisik bener;negative
id ahh  berita hoax menutupi sejuta fakta kejahatan hamasente saja yang baca jerusalem milik arabamp islam itu hoaxumar bangun masjid di ataams bait suci umat yahudi itu kejahatan mewariskan konflik turun temurun  masih legowo israel dibiarkan  tetap ada;negative
hoax amp  fitnah zionis israel kasus  pestival musik terbongkar tuh… moga membuka mata hati lo untuk bisa adil pada diri sendiri dalam melihat konflik israel  palestina;negative
iya bener pemicu konflik sekarang saja kan diawali sama pembantaian  warga sipil israel sama hamas hehe;negative
daripada cari q atau v mending cari solusi ke konflik israelpalestina gasih;negative
sebelum ada islam sudah ada israel di tempat itu datang islam lancang bangun di atas bait suci yahudi pake sejarah dan agama konflik israel palestina tidak akan selesai makin banyak korban solusi  negara sudah betul masing harus saling menerima mengakui dan berdamai;negative
daftar akunakun sampah yang sedang nunggangin konflik israelpalestine  👇👇👇;negative
jurnalis palestina yara eid bersuara  keluarganya dibunuh bukan sekedar konflik israelhamas;negative
mbaksri kalau begitu harusnya dia ngehabisin kelompok fattah dulu ngga si terus nguasain palestin baru nyerang israel soalnya kan fattah bersebrangan sama mereka pernah ada konflik berdua tapi ngga sampai separah serangan ke israel;negative
saya sih setuju saja karena dunia akhir ini sedang tidk baik saja konflik rusiaukraina israelpalestina peningkatan china di laut natuna aukus di australia ketegangan chinataiwan mengerikan  kita butuh alutsista sesiap dan sebaik mungkin apalagi sebagai negara non blok;negative
yang tidak saya suka dari konflik israel dan palestina adalah orang di negeri ini jadi bermusuhan satu sama lain lalu apa bedanya kalian dengan konflik disana sama bermusuhan akhirnya;negative
usah ketinggalan sesi ini untuk kita lebih memahami dengan mendalam konflik sebenar palestinisrael ✊  birruh biddam nafdika ya aqsa 🇵🇸🇵🇸🇵🇸;neutral
terciumnya konflik internal menteri pertahanan israel mulai berontak diduga khianati netanyahu;negative
bisa ditonton di netflix kamu wajibamp nbsp lihat  film soal konflik palestina  israel bikin hati terenyuh;negative
kudeta amp  perang sipil myanmar  invasi rusia ke ukraina  konflik israel amp  palestina  invasi venezuela ke guyana;negative
kalau boleh usul nih langsung saja mengatakansaya mengutuk tindakan israel dalam konflik di palestina khususnya apa yang sedang terjadi di gaza  insya allah viral;neutral
juru bicara angkatan darat israel hagari mengakui konflik tersbt tidak berjln sesuai strategi awalnya amp  menyebutkan keunggulan pengetahuan lokal hamas sebagai keuntungan yang signifikan militer israel mengadaptasi operasinya untuk melawan strategi bawah tanah hamas yang rumit;negative
konflik israel palestine iki kiro endinge  kayak ngopo ngopo yo pie ngono lo rampunge wis bacut kakean korban;negative
konflik palestinaisrael meluas ke tepi barat ada banyak laporan yang menyebut kekerasan di tepi barat meningkat drastis editor internasional bbc jeremy bowen melaporkan seorang warga palestina di tepi barat terbunuh oleh pemukim israel yang kini diizinkan memegang senjata;negative
yang kite tak pernah tercapai dek akal sebelum ni dan yes semua ni kite tengah tengok sendiri sekarang betul la ada orang kata yang konflik israelgaza ni sebenarnya more to test for us not them   never stop praying amp  posting behalf of for them;negative
konflik palestinisrael erdogan gelar netanyahu ‘penyembelih gaza’;positive
menganalisis konflik palestinaisrael sejarah akar masalah dan solusi potensial;neutral
pertempuran dalam hati yang kelabu  anggarani avery gadis keturuan israel dia seorang jurnalis yang gagal menikah lalu memutuskan bergabung dengan tim peliputan daerah konflik di gz  baca selengkapnya di aplikasi kbm app klik link di bawah;negative
bukanya pelajari usaha kemanusian dan perdamaian dari konflik israel palestin  malah yang di pelajari cara israel dehumanize dan menjatuhkan martabat manusia lain;negative
kebenaran akan terungkap tapi sangat disesali bahwa negara² yang katanya demokratis bersama lembaga dunia pbb sebagai penengah dalam konflik antar negara bahkan tak mampu menekan penjajah israel di tanah palestina;negative
kamu baru nonton konflik ini tahun ini  resolusi damain itu sudah sering kali dilakukan tapi  tahu siapa yang selalu melanggar yah israel sendiri kalau mereka patuh pada resolusi damai tidak ada yang namanya pendudukan lagi;positive
konflik palestinisrael  juta penduduk gaza hampir mati;negative
teroris yang digunakan untuk melancarkan serangan terhadap israel namun pihak palestina mengatakan bahwa sekolah tersebut adalah tempat perlindungan bagi warga sipil yang sedang mengungsi dari serangan israel konflik ini semakin memanas dan;negative
konflik israelpalestina yang sedang berlangsung perusahaan tersebut juga telah didivestasi oleh perusahaan investasi internasional karena keterlibatannya dalam konflik;negative
elbit systems juga memiliki pabrik anak perusahaan di seluruh dunia dan menjual produknya ke militer berbagai negara di pabrik anak perusahaannya di inggris dan amerika serikat perusahaan tersebut menghadapi protes atas dukungannya terhadap militer israel dalam konflik israel;negative
konflik palestinisrael memberi kesan kepada operasi dan pergerakan namun dia tidak menjejaskan moral serta semangat anggota malbatt   kol mohd rizman;positive
jaksa icc karim khan telah berkunjung ke israel dan palestina dia menekankan kunjungannya bukan bersifat investigasi namun dia berbicara dengan para korban di kedua sisi konflik;negative
konflik hamasisrael  •• konflik israelpalestina  tak kunjung berakhir sejak mulai memanas dengan serangan mendadak hamas pada  oktober lalu  bila diperhatikan konflik yang terjadi antara hamas dan israel ini cukup sesuai dengan konteks irregular dan asymmetric warfare;negative
oli kamu meresahkan nya sudah sampe ke konflik palestinaisrael ya;negative
konflik ini bukan muslim vs yahudi tapi tentang pembunuhan massal warga sipil  pengingat kita yang lihat postingan zionis di feed kita itu karena semuanya dibayar  palestina punya dukungan lintas suku dan agama  foto kiri pawai dukung palestina foto kanan pawai dukung israel;positive
film soal konflik palestinaisrael yang wajib ditonton di netflix perjuangan menyentuh hati;negative
kedua pihak bersalah  israel juga bersalah mencaplok wilayah palestina di west bank shg wajib kita lawan  dan palestina juga bersalah tidak mau mengakui kehadiran negara israel shg wajib kita lawan  konflik ini sulit terselesaikan jika kita berat sebelah memihak ke  kubu;negative
prabowo subianto nilai pemerintah sudah bertindak tegas tangani konflik israelhamas;positive
orang yang masih mikir konflik israel  palestina itu konflik agama kalian tolol;negative
kalau saya palestina saya ikhlaskn tanah palestina jadi sepenuhnya milik israel  selama tanah tsb  masih terbagi  mk konflik akan abadi  kecuali terjadi perbaikan pembagian tanah di mana negara palestina di westbank disatukan ke wilayah gaza ditambah kompensasi perluasan wilayah gaza;positive
perdana menteri israel benjamin netanyahu akan kembali menghadapi sidang kasus korupsi  atas berbagai tuduhan menyusul jeda yang dipicu oleh konflik di gaza;negative
baik baik ada makna tu  fokus global kini banyak tertumpu kepada konflik di gaza antara pengganas israel dan pejuang hamas;negative
konflik di gaza antara israel dengan hamas palestina masih berlanjut hingga saat ini israel kembali melanjutkan pengeboman di jalur gaza tepat setelah jeda kemanusiaan berakhir;negative
ngapain israel matian bertahan di tanah yang setiap hari konflik selama  tahun kalau bukan karena faktor agama yahudi yang mereka yakini   mending israel pindah ke wilayah lain amp  bisa hidup damai;negative
mendukung israel dalam konflik palestina jadi bagi yang ingin mendukung palestina bisa menggunakan aplikasi ini untuk memilih produk yang tidak mendukung israel;positive
konflik palestinisrael  zionis lancar  serangan udara;negative
mendukung israel dalam konflik politiknya jadi bagi kamu yang ingin mendukung palestina bisa menggunakan aplikasi ini untuk memilih produk yang tidak mendukung israel;positive
konflik israel dan palestina berimbas besar kepada pengusaha dan pelaku kreatif di indonesia;negative
pembelian senjata adalah alergen bagi politisi di indonesia padahal konflik global banyak terjadi peperangan palestine israel russia ukraina negara afrika juga ada perang di aceh banyak kecolongan kapal rohingya yang suka bikin ulah karena minim patroli;negative
rapat sekali lansung naik dikira ini negara konflik lansung saja buat kabinet perang kaya israel biar tambahan biaya apbn untuk pertahanan negara urgensi  dimana ya tiba ada tambahan utang untuk pertahanan bukannya jokowi bilang dunia lagi ada ancaman kelaparan jadi makan mesiu;negative
saya prihatin dengan kondisi dan situasi yang begitu besar dampaknya terhadap kehidupan manusia akibat konflik yang terjadi saat ini seperti yang diceritakan dalam video ini tapi kamu sendiri sebagai relawan penting untuk tetap berjagajaga ısrael;negative
konflik palestinaisrael ganjar pranowo solusi dua negara upaya yang bisa dilakukan untuk menghentikan konflik  ganjar pnerus jokowi asam sulfat ganjar pranowo mama  ade armando marapipak ganjar jansen yogyakarta bobo surga febri bakpia ibu hamil copot malam;negative
tidak akan selesaiselesai konflik sama orang israel jangankan orang islam di gaza malaikat jibril saja dimusuhin dan dilaknat abisabisan sama anak yehuda israel itu;negative
pbb tidak pernah menetapkan israel sebagai penjajah tuh dari dulu pbb mengusulkan dualstate kalau indonesia membawa misi perdamaian mustinya mendukung usulan dualstate ini bukan  malah memihak negeri sendiri saja konflik kok gaya bener mau bawa misi perdamaian;negative
id houthi bisa lewat laut merah terusan suez mesir masuk ke gaza tapi mereka takut itu hanya hamas amp  hesbollah yang berani berperang melawan israel itupun karena tekanan iran dan hancur berkepingkeping kalau yaman pasti seganlah karena tidak ada konflik langsung iran juga takut;negative
sulaeman faktanya israel tidak bubar faktanya berkalikali israel menang perang faktanya negaranegara arab tidak perduli dengan konflik di palestina bahkan ada yang menjalin hubungan diplomatik dengan israel;negative
sandiaga akui konflik hamasisrael tak berdampak pada kunjungan wisman;negative
pengamat menilai pbb impoten menangani konflik palestina israel akibat hak veto sejumlah negara dan kurang demokratis;positive
mgkn kalau ditanya soal solusi atasi konflik israel amp  palestina jawabnya biarin saja nanti kalau mereka sudah bosen juga brenti sendiri;negative
pm qatar desak penyelidikan icc atas konflik israelhamas ;negative
itu sejumlah sandera hamas yang ditahan oleh israel berhasil dibebaskan setelah perundingan yang intensif berita ini mengingatkan kita akan kompleksitas politik dan konflik di timur tengah semoga kedamaian dapat segera terwujud di sana;negative
konflik israelhamas meluas—meski dalam skala masih terbatas—ke laut merah setelah kelompok houthi menyerang kapalkapal israel lagi jika houthi dan kelompok lain menggabungkan kekuatan israel akan kewalahan;negative
laporan wsj mengungkapkan fakta yang mengejutkan senjata as yang dikirim ke israel selama perang ternyata mencapai  ribu bom dan  ribu peluru artileri  mm semoga konflik ini segera berakhir dan kedamaian dapat terwujud di tanah palestina 🕊 ️;negative
ini menunjukkan dukungan kuat as terhadap israel dalam konflik tersebut;negative
ryanair berkata lebih  penerbangan telah dibatalkan bulan lepas akibat tindakan ketenteraan israel ke atas gaza   dia berlaku selepas syarikat penerbangan itu membatalkan lebih  penerbangan pada oktober akibat konflik di gaza;negative
seperti nya ri  ri  tidak memasukan berbagai keputusan pbb terkait konflik palestinaisrael sebagai konsideran dalam mnerbitkan  permenlu tsb seyogyanya dalam mnyikapi konflik antar negara di ln internasional ri juga menjadikan keputusan pbb sebagai hal yang dipertimbangkan;negative
penyelesaian konflik terbaik adalah dengan pembentukan dua negara israel dan india;negative
fakenews inszenierung und propaganda einen konflik bestimmen kann alle welt sieht tote palästinenser ob gefaked oder nicht die bilder werden von der hamas und arab nachrichtensendern zb al jazeera nur zu gern in die welt hinaus geschickt israel hat die bilder des;negative
katanya solusi yang paling realistis buat ngatasin konflik israel  palestine dengan melakukan embargo tapi arab saudi saja yang jadi pemasok minyak tidak bersedia buat melakukan embargo minyak dahla bener kata bu puput solusinya hanya bisa berdoa saja;positive
eo   nadahq  masih mending keyakinan saya tidak jelas daripada punya keyakinan yang radikal mengaku ajaran peace tapi  malah menimbulkan pemaksaan intoleransi sentimen benci yahudi amp  konflik di mana termasuk salah satunya konflik abadi israelpalestina;negative
sama dengan palestine selagi ada kump politik yang menjunjung kata kata agama mrk untuk menghapuskan semua orang yahudi dan israel maka konflik ini akan berterusan hanya kesederhanaan yang boleh jamin keamanan bukan ekstremism;negative
mengapa indonesia bisa membenci israel pdhal tidak ada konflik antar negara jarak kedua negara juga cukup jauh karena si jahat setiap hr menebarkan bibit jahatnya di siang hr memastikan pertumbuhannya smentara si dungu menganggapnya biasa  saja dengan berjalannya wkt dia sudah jadi bagiannya;negative
abu janda belakangan menghilang usai komentarkomentar nya saat konflik israelpalestina boleh jadi  aa juga akan menghilang karena di khawatirkan bisa mengganggu suara no;negative
belanda diduga mendukung israel selama konflik dengan hamas dengan melakukan ekspor suku cadang jet tempur;negative
timteng selalu konflik karena amerika dan israel  sebelum pdii timteng daerah yang aman dan damai semenjak israel bercokol maka timteng menjadi wil konflik karena ulah dua negara itu bukan karena tanahnya beda dengan tanah jawi dahulu perompak pezinah penjudi dilahirkan dan dikuburkan;negative
perang memang bukan solusi terbaik dari sebuah konflik  israel perluas serangan di gaza pbb serukan dialog  via co;negative
chitato snack kentang lokal yang tak terlibat dalam konflik israelpalestina;neutral
konflik palestinisrael hospital gaza bertukar ‘zon kematian’;negative
ketahui fungsi pbb dalam upaya penyelesaian konflik israelpalestina baca selengkapnya di;negative
pemda tidak boleh kibarin bendera israel dalam acara resmi karena pemda representasi dari negara  warga sih bebas saja kibarin bendera israel tidak ada sanksi hukumnya lagipula indonesia tidak pernah konflik dengan negara israel yang artinya israel bukan negara musuh;negative
terharu ngeliat video konten buat kelompok ku buat output uas salah satu mk di kampus ku yang kebetulan ngambil tema tentang konflik palestinaisrael please heal the world make it a better place;negative
kargo global semakin menjadi sasaran karena perang israelhamas mengarah jadi konflik regional yang lebih luas;negative
gal gadot kembali bersuara atas konflik israel dan hamas dia menuding hamas melakukan pelecehan seksual kepada sandera wanita;negative
berita tentang israel dan palestina sampai saat ini belum mereda beberapa negara pun ikut turun mendamaikan konflik ini termasuk indonesia             …;negative
fans     dari omongan kamu saja sudah menunjukan siapa kamu makanya gunakan mata mu matamu melihatmata itu tidak bisa bohong  positif la dengan konflik ini kalaupun itu akun pro israel harus nya dia netral biar tidak gaduh di masarakat paham kamu;negative
krisis kemanusiaan luar biasa kini telah dialami warga palestina di gaza lebih dari  ribu warga gaza tewas akibat konflik israel dan hamas pbb menekankan pentingnya negaranegara di dunia  untuk tidak mengabaikan bencana kemanusiaan di gaza;negative
asd    tolong mikirnya rasional dikit jangan apa disangkut pautin sama konflik israel palestina saya  tahu kamu ini lagi semangat²nya stand up for palestine tapi ini case berbeda pikirin dulu sampe worst case scenario kalau indo nerima rohingya humanity bsnya kurangin kebanyakan itu;negative
saya pelajari konflik israelpalestina di kampus ilmu hubungan internasional diskusi dengan para dosen senior  saya dipilih jadi asisten dosen matkul masyarakat budaya amp  politik timur tengah yang banyak bahas konflik tsb;negative
konflik israelhamas melebar kapal diserang di laut merah;negative
iran peringatkan israel soal bahaya meluasnya konflik timur tengah;negative
israel juga harus paham bahwa konflik di jalur gaza yakni drama peperangan mau melenyapkan hamas ya tidak gampang karena pasukan hamas di gaza itu pion saja sedangkan para petinggi hamas dan bekingnya berada di negara lain yang tangguh   war;negative
fakta konflik israel palestina yang penting diketahui selengkapnyagt begitu;negative
konflik palestinaisrael kembali memanas total korban  orang lebih    editor  jabar ekspres  m luthfi fauzi;negative
bingung ternyata mostly orang indo gatau yang terjadi di myanmar but hating everything about rohingya 🤦🏻‍♀️ kaya ini bnr bnr sama kaya orang yang ngmg  tp gatau apa yang sebenarnya terjadi di konflik israelpalestina itu sendiri;negative
angka kematian akibat serangan israel di semenanjung gaza meningkat kepada  sejak bermulanya konflik pada  oktober lalu kata kementerian kesihatan gaza;negative
konflik palestinaisrael kembali memanas total korban  orang lebih       genocide;negative
wakil presiden amerika serikat as kamala haris ungkap terlalu banyak warga sipil palestina menjadi korban konflik antara israel dan hamas di jalur gaza kamala mengatakan israel harus melindungi warga sipil yang tak bersalah;negative
angka kematian akibat serangan israel di genting gaza telah meningkat kepada  sejak bermulanya konflik pada  oktober lalu kementerian kesihatan palestin mengumumkan pada ahad;negative
qatar pemimpin baru negara arab;neutral
ganjar pranowo dalam politik indonesia yang bebas aktif terkait konflik israel palestina mesti ada special envoy;negative
narasi israel vs hamas conflict itu sama tidak masuk akal dan tololnya dengan misal konflik amerika vs pks dimana amerika memborbadir indonesia;negative
presiden turki recep tayyip erdogan mengecam soal negara barat yang hanya berfokus untuk menghancurkan hamas pada konflik di gaza        ğan;negative
hhmknp harus setia kepd negara lain harus nya setia amp  cinta tanah air sendirihrs rela brkorbn demi nkri pro israel  bukan berarti anti palestina yang tidak ngerti mslh konflik di gaza mending diem bae lah itu  bukan mslh agama  dah begitu saja tidak perlu saya jelasin panjang x lebar;negative
kalau saya mendukung adanya perdamaian i stand for peace di wilayah konflik israel  hamas apa salahnya   apakah kamu menginginkan saya sama biadabnya dengan kamu yang menginginkan kematian bagi ssama manusia israel tanpa alasan  yang mendukung palestina tanpa alasan yang bego;negative
alonely oknum yang seperti ini jika para aparatur negara tidak bertindak dengan cepat maka masyarakat yang akan bertindak dengan cepat karena narasi mereka sudah menyalahi aturan perundangundangan dan peraturan menlu dengan mendukung zionis israel dan sangat mengandung sara dan konflik;negative
konflik palestinisrael tiada lagi tempat selamat di gaza;neutral
walah ternyata mas elon ini habis datang ke israel konflik lagi sama pendukung israel dikira disney apple ibm mau minta maaf datang ke israel sampe diboikot ternyata habis pulang dari sana langsung interview lanjut rusuh;negative
israel berusaha untuk melindungi orang awam gaza  rumah putih   perisikan as tidak tahu pelan tindakan hamas untuk memulakan serangan pada  oktober ke atas israel yang mencetuskan konflik;negative
id alasannya adalah  mereka menghukum rakyatnya yang propalestina  mereka tetap membeli senjata dari israel meskipun mereka produsen senjata  mereka tidak berani mempelajari akar konflik tanggal  oktober;negative
konflik palestinaisrael bukan perang agama katanya;negative
indonesia itu tidak terlibat secara langsung dalam konflik rohingya peran kita hanya sebagai pemberi bantuan selama pengungsinya tinggal di sini sedangkan israel terlibat secara langsung sebagai penindas;negative
nah kaya india itu baru kasus agama jadi pahami replace konflik itu kadang orang selalu menghindari kalau ini perang agama padahal secara jujur saja pendirian israel itu jelas agama yang berperan mendirikan negara yahudi di palestina;negative
id  kalau elu pro israel silahkan saja tapi dari replace elu itu hina islam dan memanfaatkan konflik israel palestina krna elu tidak sukabenci islamjadi mending kita olah raga saja bangsat jangan banyak bacot anjing ketemuan saja hayu babi;negative
antipki oknum² yang bikin pecah belah nkri tidak sih modelan gini yang sering bikin konflik umat kristiani di israel di buli woy coba lihat sendiri kalau sudah di ludahin ama mereka baru kabari ya;negative
israel telah memicu eskalasi konflik ini ke level yang makin tinggi negara sekawasan tidak akan tinggal diam terbukti dengan serangan hezbollah yang selalu ada kemajuan perbatasan suriah amp  irak yang semakin intensif dan yaman tidak lagi hanya membajak kapal tapi kini juga menghancurkan;negative
halah erdogan itu kan sudah jadi kebiasaan sjk dulumyg mudah ditebak kalau keadaan ada konflik israel palestina memanas maka dia pura sebagai pembela palestina tp kalau pas konflik mereda maka dia lengket sangat dengan israelini ntar kalau konflik mereda juga kembali lengket;negative
saya hanya menegaskan gambar ini  dan pasukan berkuda sebenarkan terkait satu peristiwa ditahun   berbeda masalah dengan konflik sekarang ini kalau erdogan politisi busuk itu urusan dia saya hanya mau menegaskan hatihati dengan propaganda israel lewat film hanya itu manis;negative
misteri konflik palestine versus zionis israel partth;negative
pilpresnya damai tapi umat beragamanya pecah gara konflik israelpalestine   lihat tuh manado wkkw jadi miris sama rakyat sendiri kapan ya ada  saat damai;negative
banyak yang salah dalam menyimpulkan ini arab menolak pengungsi palestina agar mereka hidupnya terkatung² dan menderita penderitaan palestina adalah bahan bakar abadi agar konflik israelpalestina tidak berhenti;negative
another sdm indon yang menganggap israel  yahudi  zionis adalah satu entitas yang sama  otak indon tidak  paham konflik ini kalau baru segitu saja tidak paham;negative
kamal capek tidak ngaruh ginian ngapain kumpul duit buat bikin bendera israel cape deh ngajak warga sanaa doa bareng semua umat supaya selesai tu konflik;negative
ansi kan lebih ngerti kamu mbak tentang sejarah indo 🫣 apalagi konflik israel sama palestina kan kamu jago nyaa;negative
tidak boleh ada pro dan kontra di nkri🇲🇨 artinya tidak diperbolehkan ada kubu dukung palestina atau kubu yang dukung israel sebab bisa jadi satu konflik baru dan mengancam stabiltas kamtibmas nkri🇲🇨 maka itu tidak di perbolehkan pro dan kontra tentan ini;positive
ini bukan konflik agama tapi konflik politik tentang penjajahan israel bahkan idols believers menurut agama yahudi perlu dibunuhkristen dan islam bahkan meludahi gereja dan orang kristen adl kebiasaannya;negative
wkwkw dikata kita serang israel dikarnakan terjadi konflik emg bnr tidak ada konflik sama mereka but isi uud  alinea  oleh sebab itu maka penjajahan diatas dunia harus dihapuskan karena tidak sesuai dengan perikemanusiaan dan prikeadilan dia tidak nerapin ini wkwk lawak;negative
konflik palestinisrael lebih  penduduk palestin terkorban dalam tempoh  jam;negative
kalian harus nonton the tailor of panama lalu tarik benang merah nya kenapa konflik israel palestina terus dirawat;negative
presiden brazil sebut dk pbb gagal tangani konflik di gaza ribuan korban berjatuhan israel abai sisi kemanusiaan;negative
writer  harus diakui bahwa sering ketiduran soal israel dan baru terbangun kaget saat eskalasi konflik namun tidak bagi sebagian orang yang perhatian pada persoalan kemanusiaan di palestina sepanjang waktu meski jumlah orangnya tak banyak;negative
