text_clean,text_preprocessed,polarity_score,polarity
mulai dari narasi palestina,"['narasi', 'palestina']",1,positive
yang tidak saya suka dari konflik israel dan palestina adalah orang di negeri ini jadi bermusuhan satu sama lain lalu,"['suka', 'konflik', 'israel', 'palestina', 'orang', 'negeri', 'musuh']",-5,negative
makanya itu,[],0,neutral
bisa ditonton di netflix,"['tonton', 'netflix']",-4,negative
kudeta amp  perang sipil myanmar  invasi rusia ke ukraina  konflik israel amp  palestina  invasi venezuela ke guyanabillynaravit,"['kudeta', 'amp', 'perang', 'sipil', 'myanmar', 'invasi', 'rusia', 'ukraina', 'konflik', 'israel', 'amp', 'palestina', 'invasi', 'venezuela', 'guyanabillynaravit']",-3,negative
wait  seluruh mata dunia sedang mengamati konflik di palestina jika ini benar,"['wait', 'mata', 'dunia', 'amat', 'konflik', 'palestina']",5,positive
kalau boleh usul nih langsung saja mengatakansaya mengutuk tindakan israel dalam konflik di palestina khususnya apa yang sedang terjadi di gaza  insya allah viralutonvan,"['usul', 'nih', 'langsung', 'mengatakansaya', 'kutuk', 'tindak', 'israel', 'konflik', 'palestina', 'gaza', 'insya', 'allah', 'viralutonvan']",0,neutral
konflik palestinaisrael meluas ke tepi barat ada banyak laporan yang menyebut kekerasan di tepi barat meningkat drastis editor internasional bbc,"['konflik', 'palestinaisrael', 'luas', 'tepi', 'barat', 'lapor', 'sebut', 'keras', 'tepi', 'barat', 'tingkat', 'drastis', 'editor', 'internasional', 'bbc']",-6,negative
kamu si tukang goreng keyakinan orang sehat kamu yang ku tanya kamu sehat tidak  malah nanya kesini kamu kerak telor akun itu jangan akun bancipengecut,"['si', 'tukang', 'goreng', 'yakin', 'orang', 'sehat', 'ku', 'sehat', 'nanya', 'kesini', 'kerak', 'telor', 'akun', 'akun', 'bancipengecut']",-6,negative
menteri pertahanan prabowo subianto mengatakan pemerintah indonesia tengah memikirkan upaya untuk menambah bantuan kepada korban konflik di gaza,"['menteri', 'tahan', 'prabowo', 'subianto', 'perintah', 'indonesia', 'pikir', 'upaya', 'tambah', 'bantu', 'korban', 'konflik', 'gaza']",-13,negative
menganalisis konflik palestinaisrael sejarah,"['analis', 'konflik', 'palestinaisrael', 'sejarah']",0,neutral
lucu negeri ini,"['lucu', 'negeri']",-2,negative
kebenaran akan terungkap tapi sangat disesali bahwa negara² yang katanya demokratis bersama lembaga dunia pbb sebagai penengah dalam konflik antar negara bahkan tak mampu menekan penjajah israel di tanah palestina,"['benar', 'ungkap', 'sali', 'negara', 'demokratis', 'lembaga', 'dunia', 'pbb', 'tengah', 'konflik', 'negara', 'tekan', 'jajah', 'israel', 'tanah', 'palestina']",-18,negative
salah satu yang membuat iri sama palestina adalah mereka keliatan sangat saling menyayangi antar anggota keluarganya  tidak kaya kita dengan begitu banyak varian konflik keluarga yang begitu melelahkan  memang ujian berdasarkan kadar dan kapasitas masingmasing yafathiarifa,"['salah', 'iri', 'palestina', 'liat', 'sayang', 'anggota', 'keluarga', 'kaya', 'varian', 'konflik', 'keluarga', 'lelah', 'uji', 'dasar', 'kadar', 'kapasitas', 'masingmasing', 'yafathiarifa']",-15,negative
teroris yang digunakan untuk melancarkan serangan terhadap israel namun pihak palestina mengatakan bahwa sekolah tersebut adalah tempat perlindungan bagi warga sipil yang sedang mengungsi dari serangan israel konflik ini semakin memanas danivnncndra,"['teroris', 'lancar', 'serang', 'israel', 'palestina', 'sekolah', 'lindung', 'warga', 'sipil', 'ungsi', 'serang', 'israel', 'konflik', 'panas', 'danivnncndra']",-11,negative
konflik israelpalestina yang sedang berlangsung perusahaan tersebut juga telah didivestasi oleh perusahaan investasi internasional karena keterlibatannya dalam konflikxoxocuan,"['konflik', 'israelpalestina', 'usaha', 'divestasi', 'usaha', 'investasi', 'internasional', 'libat', 'konflikxoxocuan']",-8,negative
jaksa icc karim khan telah berkunjung ke israel dan palestina dia menekankan,"['jaksa', 'icc', 'karim', 'khan', 'kunjung', 'israel', 'palestina', 'tekan']",-6,negative
konflik hamasisrael  •• konflik israelpalestina  tak kunjung berakhir sejak mulai memanas dengan serangan mendadak hamas pada  oktober lalu  bila diperhatikan,"['konflik', 'hamasisrael', 'konflik', 'israelpalestina', 'kunjung', 'panas', 'serang', 'dadak', 'hamas', 'oktober', 'perhati']",-7,negative
oli,['oli'],0,neutral
konflik ini bukan muslim vs yahudi,"['konflik', 'muslim', 'vs', 'yahudi']",3,positive
film soal konflik palestinaisrael yang wajib ditonton di netflix,"['film', 'konflik', 'palestinaisrael', 'wajib', 'tonton', 'netflix']",-6,negative
kedua pihak bersalah  israel juga bersalah mencaplok wilayah palestina di west bank shg wajib kita lawan  dan palestina juga bersalah tidak mau mengakui kehadiran negara israel shg wajib kita lawan  konflik ini sulit terselesaikan jika kita berat sebelah memihak ke  kubumelodiasyik,"['salah', 'israel', 'salah', 'caplok', 'wilayah', 'palestina', 'west', 'bank', 'shg', 'wajib', 'lawan', 'palestina', 'salah', 'aku', 'hadir', 'negara', 'israel', 'shg', 'wajib', 'lawan', 'konflik', 'sulit', 'selesai', 'berat', 'belah', 'kubumelodiasyik']",-40,negative
hobby pro palestina,"['hobby', 'pro', 'palestina']",5,positive
orang yang masih mikir konflik israel  palestina itu konflik agama,"['orang', 'mikir', 'konflik', 'israel', 'palestina', 'konflik', 'agama']",-6,negative
menghadapi konflik dengan palestina situasi ini sangat mengkhawatirkan karena akses informasi dan komunikasi yang terputus dapat mempersulit bantuan kemanusiaan dan menyebabkan isolasi bagi warga gaza semoga ada solusi yang segera ditemukanradellasarah,"['hadap', 'konflik', 'palestina', 'situasi', 'khawatir', 'akses', 'informasi', 'komunikasi', 'putus', 'sulit', 'bantu', 'manusia', 'sebab', 'isolasi', 'warga', 'gaza', 'moga', 'solusi', 'ditemukanradellasarah']",-9,negative
kalau saya palestina,['palestina'],5,positive
konflik di gaza antara israel dengan hamas palestina masih berlanjut hingga saat ini israel kembali melanjutkan pengeboman di jalur gaza tepat setelah jeda kemanusiaan berakhir,"['konflik', 'gaza', 'israel', 'hamas', 'palestina', 'lanjut', 'israel', 'lanjut', 'bom', 'jalur', 'gaza', 'jeda', 'manusia']",-17,negative
terima kasih kepada semua relawan di seluruh dunia terutama relawan di palestina yang saat ini berjuang membantu korban konflik kemanusiaan di gaza   selamat hari sukarelawan internasional   desember,"['terima', 'kasih', 'rawan', 'dunia', 'rawan', 'palestina', 'juang', 'bantu', 'korban', 'konflik', 'manusia', 'gaza', 'selamat', 'sukarelawan', 'internasional', 'desember']",-9,negative
mendukung israel dalam konflik palestina jadi,"['dukung', 'israel', 'konflik', 'palestina']",4,positive
mendukung israel dalam konflik politiknya jadi,"['dukung', 'israel', 'konflik', 'politik']",-2,negative
konflik israel dan palestina berimbas besar kepada pengusaha dan pelaku kreatif di indonesia,"['konflik', 'israel', 'palestina', 'imbas', 'usaha', 'laku', 'kreatif', 'indonesia']",-4,negative
doa kami adalah untuk semua yang terkena dampak konflik di palestina semoga mereka segera mendapatkan bantuan yang mereka butuhkan      nyetrika apel pagi mama  dancow bakpia kebangun ibu hamil yogyakartayasminnuha,"['doa', 'kena', 'dampak', 'konflik', 'palestina', 'moga', 'bantu', 'butuh', 'nyetrika', 'apel', 'pagi', 'mama', 'dancow', 'bakpia', 'bangun', 'hamil', 'yogyakartayasminnuha']",-17,negative
saya prihatin dengan kondisi dan situasi yang begitu besar dampaknya terhadap kehidupan manusia akibat konflik yang terjadi saat ini seperti yang diceritakan dalam video ini tapi kamu sendiri sebagai relawan penting untuk tetap berjagajaga ısrael,"['prihatin', 'kondisi', 'situasi', 'dampak', 'hidup', 'manusia', 'akibat', 'konflik', 'cerita', 'video', 'rawan', 'berjagajaga', 'ısrael']",-13,negative
konflik palestinaisrael ganjar pranowo solusi dua negara upaya yang bisa dilakukan untuk menghentikan konflik  ganjar pnerus jokowi,"['konflik', 'palestinaisrael', 'ganjar', 'pranowo', 'solusi', 'negara', 'upaya', 'henti', 'konflik', 'ganjar', 'pnerus', 'jokowi']",-11,negative
pengamat menilai pbb impoten menangani konflik palestina israel akibat hak veto sejumlah negara dan kurang demokratis,"['amat', 'nilai', 'pbb', 'impoten', 'tangan', 'konflik', 'palestina', 'israel', 'akibat', 'hak', 'veto', 'negara', 'demokratis']",2,positive
sulaeman faktanya israel tidak bubar faktanya berkalikali israel menang perang faktanya negaranegara arab tidak perduli dengan konflik di palestina bahkan ada yang menjalin hubungan diplomatik dengan israelsotoylubray,"['sulaeman', 'fakta', 'israel', 'bubar', 'fakta', 'berkalikali', 'israel', 'menang', 'perang', 'fakta', 'negaranegara', 'arab', 'duli', 'konflik', 'palestina', 'jalin', 'hubung', 'diplomatik', 'israelsotoylubray']",-28,negative
negaranegara lainnya ini adalah upaya yang luar biasa untuk memperluas pemahaman kita tentang konflik di timur tengah dan mendukung perjuangan rakyat palestina semoga acara ini sukses dan mampu menginspirasi banyak orang untuk berbuatsusantininning,"['negaranegara', 'upaya', 'luas', 'paham', 'konflik', 'timur', 'dukung', 'juang', 'rakyat', 'palestina', 'moga', 'acara', 'sukses', 'inspirasi', 'orang', 'berbuatsusantininning']",6,positive
mgkn kalau ditanya soal solusi atasi konflik israel amp  palestina,"['mgkn', 'solusi', 'atas', 'konflik', 'israel', 'amp', 'palestina']",-1,negative
laporan wsj mengungkapkan fakta yang mengejutkan senjata as yang dikirim ke israel selama perang ternyata mencapai  ribu bom dan  ribu peluru artileri  mm semoga konflik ini segera berakhir dan kedamaian dapat terwujud di tanah palestina 🕊 ️adibazahra,"['lapor', 'wsj', 'fakta', 'kejut', 'senjata', 'as', 'kirim', 'israel', 'perang', 'capai', 'ribu', 'bom', 'ribu', 'peluru', 'artileri', 'mm', 'moga', 'konflik', 'damai', 'wujud', 'tanah', 'palestina', 'adibazahra']",-11,negative
pertolongan gusti buat palestina kapan turunnya  sudah terlalu banyak yang dikorbankan dalam konflik ini  kudu  gila saya le mikirkewoilahvanda,"['tolong', 'gusti', 'palestina', 'turun', 'korban', 'konflik', 'kudu', 'gila', 'le', 'mikirkewoilahvanda']",-5,negative
seperti nya ri  ri  tidak memasukan berbagai keputusan pbb terkait konflik palestinaisrael sebagai konsideran dalam mnerbitkan  permenlu tsb seyogyanya dalam mnyikapi konflik antar negara di ln internasional ri juga menjadikan keputusan pbb sebagai hal yang dipertimbangkanntaryaa,"['nya', 'ri', 'ri', 'pasu', 'putus', 'pbb', 'kait', 'konflik', 'palestinaisrael', 'konsideran', 'mnerbitkan', 'permenlu', 'tsb', 'seyogyanya', 'mnyikapi', 'konflik', 'negara', 'ln', 'internasional', 'ri', 'jadi', 'putus', 'pbb', 'dipertimbangkanntaryaa']",-11,negative
memanasnya konflik hamasisrael memantik gerakan boikot terhadap produk israel boikot atau secara garis besar disebut gerakan bds boikot,"['panas', 'konflik', 'hamasisrael', 'mantik', 'gera', 'boikot', 'produk', 'israel', 'boikot', 'garis', 'gera', 'bds', 'boikot']",-8,negative
nah itu,[],0,neutral
lodaya tmr  lihat ajah bro,"['lodaya', 'tmr', 'lihat', 'ajah', 'bro']",3,positive
tannies  ini menurutku pribadi ya dalam situasi eskalasi konflik yang meluas dan tidak lagi terkendali,"['tannies', 'turut', 'pribadi', 'ya', 'situasi', 'eskalasi', 'konflik', 'luas', 'kendali']",4,positive
untuk para pedagang,['dagang'],0,neutral
istilahnya seperti ngerayu begitu biar kita dukung mereka juga dalam hal konflik israelpalestinaoyenayang,"['istilah', 'ngerayu', 'biar', 'dukung', 'konflik', 'israelpalestinaoyenayang']",1,positive
palestina adalah tanah yang kaya akan sejarah dan warisan budaya yang tak ternilai penduduk palestina telah hidup dalam konflik yang berkepanjangan selama bertahuntahun     bonebone,"['palestina', 'tanah', 'kaya', 'sejarah', 'waris', 'budaya', 'nilai', 'duduk', 'palestina', 'hidup', 'konflik', 'panjang', 'bertahuntahun', 'bonebone']",15,positive
jenggot mau ada konflik kepentingan apa pun yang dipunyai rusia,"['jenggot', 'konflik', 'penting', 'rusia']",-4,negative
eo   nadahq  masih mending keyakinan saya tidak jelas,"['eo', 'nadahq', 'mending', 'yakin']",0,neutral
yaa tidak lah mreka para kru kapal harusnya sudah  tahu resiko mengirim pasokan kepda musuh di daerah konflik jdii harus sudah siap dri mna antum  tahu mreka dukung palestina tpi mreka ngirim pasokan untuk musuh palestinadimasdwi,"['yaa', 'mreka', 'kru', 'kapal', 'resiko', 'kirim', 'pasok', 'kepda', 'musuh', 'daerah', 'konflik', 'jdii', 'dri', 'mna', 'antum', 'mreka', 'dukung', 'palestina', 'tpi', 'mreka', 'ngirim', 'pasok', 'musuh', 'palestinadimasdwi']",0,neutral
abu janda belakangan menghilang usai komentarkomentar nya saat konflik israelpalestina boleh jadi  aa juga akan menghilang karena di khawatirkan bisa mengganggu suara noisowira,"['abu', 'janda', 'hilang', 'komentarkomentar', 'nya', 'konflik', 'israelpalestina', 'aa', 'hilang', 'khawatir', 'ganggu', 'suara', 'noisowira']",-20,negative
kami percaya bahwa kita semua masih bisa membantu saudarasaudara kita yang menjadi korban konflik yang ada di palestina mari bersama kita sisihkan apa yang kita punya untuk menghadirkan senyum kepada saudarasaudara kita di palestina,"['percaya', 'bantu', 'saudarasaudara', 'korban', 'konflik', 'palestina', 'mari', 'sisih', 'hadir', 'senyum', 'saudarasaudara', 'palestina']",-3,negative
memikirkan upaya untuk menambah bantuan kepada korban konflik di gaza,"['pikir', 'upaya', 'tambah', 'bantu', 'korban', 'konflik', 'gaza']",-11,negative
chitato,['chitato'],0,neutral
dubes palestina konflik gaza murni penjajahan,"['dubes', 'palestina', 'konflik', 'gaza', 'murni', 'jajah']",0,neutral
ketahui fungsi pbb dalam upaya penyelesaian konflik israelpalestina baca selengkapnya di    kontenpediasmg,"['tahu', 'fungsi', 'pbb', 'upaya', 'selesai', 'konflik', 'israelpalestina', 'baca', 'lengkap', 'kontenpediasmg']",-16,negative
orang palestina sangat affectionate ya biar cowok,"['orang', 'palestina', 'affectionate', 'ya', 'biar', 'cowok']",6,positive
terharu ngeliat video konten buat kelompok ku buat output uas salah satu mk di kampus ku yang kebetulan ngambil tema tentang konflik palestinaisrael,"['haru', 'ngeliat', 'video', 'konten', 'kelompok', 'ku', 'output', 'uas', 'salah', 'mk', 'kampus', 'ku', 'ngambil', 'tema', 'konflik', 'palestinaisrael']",-9,negative
berita tentang israel dan palestina sampai saat ini belum mereda,"['berita', 'israel', 'palestina', 'reda']",-2,negative
krisis kemanusiaan luar biasa kini telah dialami warga palestina di gaza lebih dari  ribu warga gaza,"['krisis', 'manusia', 'alami', 'warga', 'palestina', 'gaza', 'ribu', 'warga', 'gaza']",1,positive
mempercayai erdogan dalam konflik palestina adalah kebodohangistha,"['percaya', 'erdogan', 'konflik', 'palestina', 'kebodohangistha']",7,positive
tengah memikirkan upaya untuk menambah bantuan kepada korban konflik di gaza,"['pikir', 'upaya', 'tambah', 'bantu', 'korban', 'konflik', 'gaza']",-11,negative
dubes palestina sebut konflik gaza murni penjajahan manusia,"['dubes', 'palestina', 'konflik', 'gaza', 'murni', 'jajah', 'manusia']",3,positive
asd    tolong mikirnya rasional dikit,"['asd', 'tolong', 'mikirnya', 'rasional', 'dikit']",-6,negative
saya pelajari konflik israelpalestina di kampus ilmu hubungan internasional,"['ajar', 'konflik', 'israelpalestina', 'kampus', 'ilmu', 'hubung', 'internasional']",-2,negative
padahal bernasib sama,['nasib'],0,neutral
fakta konflik israel palestina yang penting diketahui,"['fakta', 'konflik', 'israel', 'palestina']",-3,negative
konflik palestinaisrael kembali memanas total korban  orang lebih    editor  jabar ekspres  m luthfi fauzi     jabareksprescom,"['konflik', 'palestinaisrael', 'panas', 'total', 'korban', 'orang', 'editor', 'jabar', 'ekspres', 'm', 'luthfi', 'fauzi', 'jabareksprescom']",-10,negative
bingung ternyata mostly orang indo gatau yang terjadi di myanmar but hating everything about rohingya 🤦🏻‍♀️ kaya ini bnr bnr sama kaya orang yang ngmg  tp gatau apa yang sebenarnya terjadi di konflik israelpalestina itu sendiri kalkunsenang,"['bingung', 'mostly', 'orang', 'indo', 'gatau', 'myanmar', 'but', 'hating', 'everything', 'about', 'rohingya', 'kaya', 'bnr', 'bnr', 'kaya', 'orang', 'ngmg', 'tp', 'gatau', 'konflik', 'israelpalestina', 'kalkunsenang']",-9,negative
konflik palestinaisrael kembali memanas total korban  orang lebih       genocide radarjabarid,"['konflik', 'palestinaisrael', 'panas', 'total', 'korban', 'orang', 'genocide', 'radarjabarid']",-7,negative
wakil presiden amerika serikat as kamala haris ungkap,"['wakil', 'presiden', 'amerika', 'serikat', 'as', 'kamala', 'haris']",0,neutral
ganjar pranowo dalam politik indonesia yang bebas aktif terkait konflik israel palestina mesti ada special envoy,"['ganjar', 'pranowo', 'politik', 'indonesia', 'bebas', 'aktif', 'kait', 'konflik', 'israel', 'palestina', 'mesti', 'special', 'envoy']",-9,negative
zionis beserta mamarika plus anteknya sedang membangun narasi kalau mamas mrpkan organisasi tararis,"['zionis', 'serta', 'mamarika', 'plus', 'antek', 'bangun', 'narasi', 'mamas', 'mrpkan', 'organisasi', 'tararis']",0,neutral
hhmknp harus setia kepd negara lain harus nya setia amp  cinta tanah air sendirihrs rela brkorbn demi nkri pro israel  bukan berarti anti palestina yang tidak ngerti mslh konflik di gaza mending diem bae lah itu  bukan mslh agama  dah begitu saja tidak perlu saya jelasin panjang x lebar,"['hhmknp', 'setia', 'kepd', 'negara', 'nya', 'setia', 'amp', 'cinta', 'tanah', 'air', 'sendirihrs', 'rela', 'brkorbn', 'nkri', 'pro', 'israel', 'anti', 'palestina', 'ngerti', 'mslh', 'konflik', 'gaza', 'mending', 'diem', 'bae', 'mslh', 'agama', 'dah', 'jelasin', 'x', 'lebar']",-31,negative
kalau saya mendukung adanya perdamaian i stand for peace di wilayah konflik israel  hamas,"['dukung', 'damai', 'i', 'stand', 'for', 'peace', 'wilayah', 'konflik', 'israel', 'hamas']",-1,negative
mengapa negerinegeri arab selalu merasa  takut ketika menghadapi konflik di palestina karena mereka menyadari bahwa pada akhir zaman ibadah haji dan umrah akan ditinggalkan dan kabah akan dihancurkanfendirahardian,"['negerinegeri', 'arab', 'takut', 'hadap', 'konflik', 'palestina', 'sadar', 'zaman', 'ibadah', 'haji', 'umrah', 'tinggal', 'kabah', 'dihancurkanfendirahardian']",1,positive
mengapa umat islam di seluruh penjuru dunia pandangannya akan fokus pada konflik di palestina karena palestina adalah negeri yang diberkahi,"['umat', 'islam', 'penjuru', 'dunia', 'pandang', 'fokus', 'konflik', 'palestina', 'palestina', 'negeri', 'kah']",11,positive
lihatlah negara di luar yang saya sebut syiria,"['lihat', 'negara', 'syiria']",3,positive
konflik palestinaisrael bukan perang agama katanyaariefirman,"['konflik', 'palestinaisrael', 'perang', 'agama', 'katanyaariefirman']",-6,negative
nah kaya india itu baru kasus agama jadi pahami replace konflik itu kadang orang selalu menghindari kalau ini perang agama padahal secara jujur saja pendirian israel itu jelas agama yang berperan mendirikan negara yahudi di palestinaarwahmiliter,"['kaya', 'india', 'agama', 'paham', 'replace', 'konflik', 'kadang', 'orang', 'hindar', 'perang', 'agama', 'jujur', 'diri', 'israel', 'agama', 'peran', 'diri', 'negara', 'yahudi', 'palestinaarwahmiliter']",-19,negative
id  kalau elu pro israel silahkan saja tapi dari replace elu itu hina islam dan memanfaatkan konflik israel palestina krna elu tidak sukabenci islamjadi mending kita olah raga saja bangsat jangan banyak bacot anjing ketemuan saja hayu babikenclenkwae,"['id', 'elu', 'pro', 'israel', 'silah', 'replace', 'elu', 'hina', 'islam', 'manfaat', 'konflik', 'israel', 'palestina', 'krna', 'elu', 'sukabenci', 'islamjadi', 'mending', 'olah', 'raga', 'bangsat', 'bacot', 'anjing', 'ketemu', 'hayu', 'babikenclenkwae']",-20,negative
ini sengaja siasat   mendatangkan mereka disaat negara dalam persiapan pemilu dan ditengah konflik palestina tolong kembalikan mereka ke tempat asalnya rakyat kita masih banyak yang perlu diperhatikan jangan menambah beban dengan manusia sampah iniirullxyz,"['sengaja', 'siasat', 'saat', 'negara', 'siap', 'milu', 'tengah', 'konflik', 'palestina', 'tolong', 'kembali', 'asal', 'rakyat', 'perhati', 'tambah', 'beban', 'manusia', 'sampah', 'iniirullxyz']",1,positive
halah erdogan itu kan sudah jadi kebiasaan sjk dulumyg mudah ditebak,"['halah', 'erdogan', 'biasa', 'sjk', 'dulumyg', 'mudah', 'tebak']",-12,negative
banyak yang salah dalam menyimpulkan ini arab menolak pengungsi palestina agar mereka hidupnya terkatung² dan menderita penderitaan palestina adalah bahan bakar abadi agar konflik israelpalestina tidak berhentihendibram,"['salah', 'simpul', 'arab', 'tolak', 'ungsi', 'palestina', 'hidup', 'katung', 'derita', 'derita', 'palestina', 'bahan', 'bakar', 'abadi', 'konflik', 'israelpalestina', 'berhentihendibram']",-5,negative
ansi kan lebih ngerti kamu mbak tentang sejarah indo 🫣 apalagi konflik israel sama palestina kan kamu jago nyaabenymozza,"['ansi', 'ngerti', 'mbak', 'sejarah', 'indo', 'konflik', 'israel', 'palestina', 'jago', 'nyaabenymozza']",-1,negative
tidak boleh ada pro dan kontra di nkri🇲🇨 artinya tidak diperbolehkan ada kubu dukung palestina atau kubu yang dukung israel sebab bisa jadi satu konflik baru dan mengancam stabiltas kamtibmas nkri🇲🇨 maka itu tidak di perbolehkan pro dan kontra tentan ini,"['pro', 'kontra', 'nkri', 'boleh', 'kubu', 'dukung', 'palestina', 'kubu', 'dukung', 'israel', 'konflik', 'ancam', 'stabiltas', 'kamtibmas', 'nkri', 'boleh', 'pro', 'kontra', 'tentan']",8,positive
pertanyaan mu seperti zionis  hidung datar,"['mu', 'zionis', 'hidung', 'datar']",-2,negative
badan tidak jelas kalian anaknya pbb kan pbb saja budeg dan buta seketika soal palestina dan kalian berbondong masukin manusia lain ke negara kami disaat konflik palestina dan menjelang pemilu  mau ngapain pulangkan etnis rohingya ke negara asal ancestry merekanasiendog,"['badan', 'anak', 'pbb', 'pbb', 'budeg', 'buta', 'palestina', 'bondong', 'masukin', 'manusia', 'negara', 'saat', 'konflik', 'palestina', 'jelang', 'milu', 'ngapain', 'pulang', 'etnis', 'rohingya', 'negara', 'ancestry', 'merekanasiendog']",3,positive
kalian harus nonton the tailor of panama lalu tarik benang merah nya kenapa konflik israel palestina terus dirawatjrsinaga,"['nonton', 'the', 'tailor', 'of', 'panama', 'tarik', 'benang', 'merah', 'nya', 'konflik', 'israel', 'palestina', 'dirawatjrsinaga']",-1,negative
level sedih karena konflik palestina ini sudah sampai di  merasa bersalah kalau ketawa  bisabisanya saya ketawa padahal disana anakanak nangis kehilangan keluarganya  ndiyant,"['level', 'sedih', 'konflik', 'palestina', 'salah', 'ketawa', 'bisabisanya', 'ketawa', 'sana', 'anakanak', 'nang', 'hilang', 'keluarga', 'ndiyant']",-8,negative
writer  harus diakui bahwa sering ketiduran soal israel dan baru terbangun kaget saat eskalasi konflik namun tidak bagi sebagian orang yang perhatian pada persoalan kemanusiaan di palestina sepanjang waktu meski jumlah orangnya tak banyakadiunop,"['writer', 'aku', 'tidur', 'israel', 'bangun', 'kaget', 'eskalasi', 'konflik', 'orang', 'perhati', 'manusia', 'palestina', 'orang', 'banyakadiunop']",-4,negative
zine berbahasa indonesia terbitan dari high volta ini juga bisa membuka wawasan mengenai keadaan terkini maupun kesejarahan konflik israelpalestina disertai dengan kumpulan bentuk aksiaksi penentangan yang bisa kita praktikan lewat keseharian,"['zine', 'bahasa', 'indonesia', 'terbit', 'high', 'volta', 'buka', 'wawas', 'kini', 'sejarah', 'konflik', 'israelpalestina', 'serta', 'kumpul', 'bentuk', 'aksiaksi', 'tentang', 'praktikan', 'hari']",0,neutral
 sudah bener koe ki ngurusi konflik palestina  israel wae,"['bener', 'koe', 'ki', 'ngurusi', 'konflik', 'palestina', 'israel', 'wae']",-1,negative
alonely mereka berani ultimatum sama saja ngajakin perang   apa hubungannya hari raya natal sama konflik di palestina   mereka ini bodoh dan tolol tidak  tahu memangnya banyak gereja ancur disana gara di serang israel cattheseekers,"['alonely', 'berani', 'ultimatum', 'ngajakin', 'perang', 'hubung', 'raya', 'natal', 'konflik', 'palestina', 'bodoh', 'tolol', 'memang', 'gereja', 'ancur', 'sana', 'gara', 'serang', 'israel', 'cattheseekers']",-25,negative
alonely tujuan orang yang ada di video ini   mereka menebar islamophobia dengan menunggangi konflik di palestina skrg   mereka berusaha menciptakan gesekan horizontal kaum lintas agama di indonesia nanti teriak pake kedok toleransi  lanjut 👇cattheseekers,"['alonely', 'tuju', 'orang', 'video', 'tebar', 'islamophobia', 'tunggang', 'konflik', 'palestina', 'skrg', 'usaha', 'cipta', 'gesek', 'horizontal', 'kaum', 'lintas', 'agama', 'indonesia', 'teriak', 'pake', 'kedok', 'toleransi', 'cattheseekers']",-12,negative
para pemecah belah bangsa  konflik di palestina adalah konflik kemanusiaan,"['pecah', 'belah', 'bangsa', 'konflik', 'palestina', 'konflik', 'manusia']",3,positive
pak kapolri menkopulhukam maksud nya apa neh,"['kapolri', 'menkopulhukam', 'maksud', 'nya', 'neh']",-1,negative
cifp  peran indonesia dalam penanganan konflik palestina,"['cifp', 'peran', 'indonesia', 'tangan', 'konflik', 'palestina']",6,positive
id pembentukan palestina merdeka  negara palestina merdeka muncul sebagai entitas politik yang berdaulat,"['id', 'bentuk', 'palestina', 'merdeka', 'negara', 'palestina', 'merdeka', 'muncul', 'entitas', 'politik', 'daulat']",15,positive
peluang terjadinya gencatan senjata israel palestina,"['peluang', 'gencat', 'senjata', 'israel', 'palestina']",-5,negative
jangan hanya diminta menahan diri tapi amerika serikat,"['tahan', 'amerika', 'serikat']",-2,negative
di eropa dan barat banyak yang memang sudah didoktrin untuk islamophobia,"['eropa', 'barat', 'doktrin', 'islamophobia']",-3,negative
kalau ini konflik israelpalestina belum berakhir sampai bulan ramadhan datang,"['konflik', 'israelpalestina', 'ramadhan']",0,neutral
titik replace konflik israel dengan palestina sejak adanya deklarasi balfour,"['titik', 'replace', 'konflik', 'israel', 'palestina', 'deklarasi', 'balfour']",-6,negative
antipki,['antipki'],0,neutral
seblum kamu mengatakan itu saya tanya sama kamu konflik di palestina ini konflik apa yang di lakukan zionis ke sana nama nya apa lalu hamas terorist dan coba kamu terang kan satu satu saudi arabia sama kamu berati sama dia pendukung terorist israel kamu jelaskan itu dltemmycr,"['seblum', 'konflik', 'palestina', 'konflik', 'laku', 'zionis', 'nama', 'nya', 'hamas', 'terorist', 'coba', 'terang', 'saudi', 'arabia', 'berat', 'dukung', 'terorist', 'israel', 'dltemmycr']",0,neutral
kamu kerjaan mengoreng keyakinan  orang  terus dari konflik palestina memamanas,"['kerja', 'oreng', 'yakin', 'orang', 'konflik', 'palestina', 'memamanas']",10,positive
seblum kamu mengatakan itu saya tanya sama kamu konflik di palestina ini konflik apa yang di lakukan zionis ke sana nama nya apa lalu hamas terorist dan coba kamu terang kan satu satutemmycr,"['seblum', 'konflik', 'palestina', 'konflik', 'laku', 'zionis', 'nama', 'nya', 'hamas', 'terorist', 'coba', 'terang', 'satutemmycr']",1,positive
braw  siapa mau isi kuisionerku tentang konflik di palestina syaratnya hanya mahasiswa aktif,"['braw', 'isi', 'kuisionerku', 'konflik', 'palestina', 'syarat', 'mahasiswa', 'aktif']",-3,negative
konflik antara palestina dan israel belum juga berakhir bahkan,"['konflik', 'palestina', 'israel']",0,neutral
