text_clean;text_preprocessed;polarity_score;polarity
passionfr  lah kamu bilang kalau belajar ujungnya bisa jajah juga tidak sesimpel itu belum bicara status kewarganegaraan buat jajah itu  kemungkinan ya kecil di dunia setelah ww ini mana coba pengungsi dari negara konflik jadi penjajah mau disamain kaya kasus israel beda jauuuh;['passionfr', 'bilang', 'ajar', 'ujung', 'jajah', 'simpel', 'bicara', 'status', 'kewarganegaraan', 'jajah', 'ya', 'dunia', 'ww', 'coba', 'ungsi', 'negara', 'konflik', 'jajah', 'disamain', 'kaya', 'israel', 'beda', 'jauuuh'];-26;negative
reminder saat replace konflik palestina israel influencer tiktok adalah platform pertama yang dikontak israel buat  bikin propaganda dan dengan tema seragam akun akun menfes yang kerap bikin fitnah tanpa ada permohonan maaf apalagi koreksi bekerja dengan model yang sama;['reminder', 'replace', 'konflik', 'palestina', 'israel', 'influencer', 'tiktok', 'platform', 'kontak', 'israel', 'bikin', 'propaganda', 'tema', 'seragam', 'akun', 'akun', 'menfes', 'kerap', 'bikin', 'fitnah', 'mohon', 'maaf', 'koreksi', 'model'];-15;negative
aipac luncurkan kampanye “proyek ” yang bertujuan untuk mempengaruhi media di as soal konflik di gaza palestina;['aipac', 'luncur', 'kampanye', 'proyek', 'tuju', 'pengaruh', 'media', 'as', 'konflik', 'gaza', 'palestina'];2;positive
poros perlawanan dapat memberikan dua pilihan kepada amerika dan israel menghentikan agresi atau memperluas konflik;['poros', 'lawan', 'pilih', 'amerika', 'israel', 'henti', 'agresi', 'luas', 'konflik'];-12;negative
semoga makin sadar saja ya orang yang teriakteriak perang konvensional tidak bakal terjadi hanya mau kasih  tahu beberapa fakta saja pertama replace  konflik rusiaukraina sudah membesar jadi perang sampe sekarang kedua konflik israelhamas yang baru kemarin cont;['moga', 'sadar', 'ya', 'orang', 'teriakteriak', 'perang', 'konvensional', 'kasih', 'fakta', 'replace', 'konflik', 'rusiaukraina', 'besar', 'perang', 'sampe', 'konflik', 'israelhamas', 'kemarin', 'cont'];-8;negative
bingung dengan konflik israelpalestina ini panduan sejarah untuk memahaminya;['bingung', 'konflik', 'israelpalestina', 'pandu', 'sejarah', 'paham'];3;positive
bukannya ini lagi di up sengaja sama pbb biar perhatian kita lari kesana dulu  padahal lagi ditengah konflik agresi israel di palestina supaya kita dibikin bingung fokusnya kemana padahal tinggal bagi  fokusnya;['up', 'sengaja', 'pbb', 'biar', 'perhati', 'lari', 'kesana', 'tengah', 'konflik', 'agresi', 'israel', 'palestina', 'bikin', 'bingung', 'fokus', 'mana', 'tinggal', 'fokus'];-12;negative
konflik palestinisrael zionis bom masjid tertua gaza;['konflik', 'palestinisrael', 'zionis', 'bom', 'masjid', 'tua', 'gaza'];-2;negative
akhirnya supaya tidak terjadi konflik berlebihan britania raya membagi palestina menjadi arab state palestina dan jewish state israel  jerusalem sebagai kota internasional   akhirnya mereka saling tidak terima perang berkalikali dan palestina kalah;['konflik', 'britania', 'raya', 'bagi', 'palestina', 'arab', 'state', 'palestina', 'jewish', 'state', 'israel', 'jerusalem', 'kota', 'internasional', 'terima', 'perang', 'berkalikali', 'palestina', 'kalah'];1;positive
konflik masuki bulan ketiga pertempuran hamas dan tentara israel di gaza makin sengit;['konflik', 'masuk', 'tiga', 'tempur', 'hamas', 'tentara', 'israel', 'gaza', 'sengit'];-8;negative
dalam perkembangan teknologi kecenderungan dehumanisasi semakin kuat terlihat angkaangka hanya dilihat sebagai angka bukan sebagai manusia yang mempunyai rasa sakit dari akibatakibat yang diperolehnya  ketua umum pbnu itu mencontohkan konflik israelpalestina yang…;['kembang', 'teknologi', 'cenderung', 'dehumanisasi', 'kuat', 'angkaangka', 'angka', 'manusia', 'sakit', 'akibatakibat', 'oleh', 'ketua', 'pbnu', 'contoh', 'konflik', 'israelpalestina', 'yang'];-9;negative
raharjo  wah si permadi pro israel tuh asik bicara konflik israel vs palestina;['raharjo', 'si', 'madi', 'pro', 'israel', 'tuh', 'asik', 'bicara', 'konflik', 'israel', 'vs', 'palestina'];-1;negative
menurutnya berbagai gejolak tersebut mulai dari konflik geopolitik perang rusiaukraina dan palestinaisrael hingga rivalitas di laut china selatan antara china dan amerika serikat akan terus menimbulkan dampak terhadap perekonomian dunia termasuk indonesia;['turut', 'gejolak', 'konflik', 'geopolitik', 'perang', 'rusiaukraina', 'palestinaisrael', 'rivalitas', 'laut', 'china', 'selatan', 'china', 'amerika', 'serikat', 'timbul', 'dampak', 'ekonomi', 'dunia', 'indonesia'];-17;negative
rekomendasi film konflik palestina israel dijamin bikin degdegan;['rekomendasi', 'film', 'konflik', 'palestina', 'israel', 'jamin', 'bikin', 'degdegan'];-5;negative
bagian dan sebagai pengungsi juga haruslah sadar dan mematuhi hukum negara tempat dia berpijak menjalin hubungan sosial yang baik dengan masyarakat lokal penerima merupakan kebutuhan dan keharusan bagi pengungsi semoga konflik israelpalestina dapat menemukan titik terang;['ungsi', 'sadar', 'patuh', 'hukum', 'negara', 'pijak', 'jalin', 'hubung', 'sosial', 'masyarakat', 'lokal', 'terima', 'butuh', 'harus', 'ungsi', 'moga', 'konflik', 'israelpalestina', 'temu', 'titik', 'terang'];-10;negative
buzzernya belimbing sayur ini menebar kebencian di atas konflik israel dan palestina untuk kepentingan pilpres warga indonesia harusnya konsisten dukung palestina merdeka sesuai uud  tapi ini  malah provokasi sebaliknya nakula chotimah;['buzzernya', 'belimbing', 'sayur', 'tebar', 'benci', 'konflik', 'israel', 'palestina', 'penting', 'pilpres', 'warga', 'indonesia', 'konsisten', 'dukung', 'palestina', 'merdeka', 'sesuai', 'uud', 'provokasi', 'nakula', 'chotimah'];4;positive
unay buzzernya belimbing sayur ini menebar kebencian di atas konflik israel dan palestina untuk kepentingan pilpres  warga indonesia harusnya konsisten mendukung palestina merdeka sesuai uud  tapi ini  malah provokasi sebaliknya;['unay', 'buzzernya', 'belimbing', 'sayur', 'tebar', 'benci', 'konflik', 'israel', 'palestina', 'penting', 'pilpres', 'warga', 'indonesia', 'konsisten', 'dukung', 'palestina', 'merdeka', 'sesuai', 'uud', 'provokasi'];4;positive
karena kebetulan lagi ditengah histeria israelpalestina min apalagi setelah  tahu sejarah konflik israelpalestina modern kek gimana maunya tuh ambil gampangnya doang memanusiakan manusia saja masih milihmilih terlepas kelakuannya yang kadang bikin gedek;['tengah', 'histeria', 'israelpalestina', 'min', 'sejarah', 'konflik', 'israelpalestina', 'modern', 'kek', 'gimana', 'mau', 'tuh', 'ambil', 'gampang', 'doang', 'manusia', 'manusia', 'milihmilih', 'lepas', 'laku', 'kadang', 'bikin', 'gedek'];-3;negative
eks menkeu ungkap konflik israelhamas timbulkan resiko ekonomi di indonesia;['eks', 'menkeu', 'konflik', 'israelhamas', 'timbul', 'resiko', 'ekonomi', 'indonesia'];-6;negative
emang konflik israelpalestine juga asal muasalnya karena kolonialisme inggris jugaa;['emang', 'konflik', 'israelpalestine', 'muasalnya', 'kolonialisme', 'inggris', 'jugaa'];0;neutral
banyal muncul akun israel  hidung datar selama konflik palestina israel;['banyal', 'muncul', 'akun', 'israel', 'hidung', 'datar', 'konflik', 'palestina', 'israel'];-10;negative
inget kan sama serangan hamas  oktober sebagian besar hostagesnya orang thailand yang kerja di plant israel namanya labor dari negara ketiga ya bahkan dibahas dalam discourse saja tidak double misfortune sudah kegeret konflik global colonizer vs colonized ngga diperhatiin pula;['inget', 'serang', 'hamas', 'oktober', 'hostagesnya', 'orang', 'thailand', 'kerja', 'plant', 'israel', 'nama', 'labor', 'negara', 'tiga', 'ya', 'bahas', 'discourse', 'double', 'misfortune', 'geret', 'konflik', 'global', 'colonizer', 'vs', 'colonized', 'ngga', 'diperhatiin'];-6;negative
embang   lah katanya konflik palestina  bukan soal agama  padahal banyak yang membela palestina karena mereka muslim dan lawannya israel;['embang', 'konflik', 'palestina', 'agama', 'bela', 'palestina', 'muslim', 'lawan', 'israel'];1;positive
kami tidak memberikan tarikh akhir yang tegas kepada israel bukan peranan kami sebenarnya ini konflik mereka”  pembantu keselamatan negara rumah putih jon finer;['tarikh', 'israel', 'peran', 'konflik', 'bantu', 'selamat', 'negara', 'rumah', 'putih', 'jon', 'finer'];-5;negative
konflik israelpalestina sudah  jurnalis tewas di gaza;['konflik', 'israelpalestina', 'jurnalis', 'tewas', 'gaza'];-5;negative
merc masalah palestinaisrael bukan konflik agama tapi penjajahan  via;['merc', 'palestinaisrael', 'konflik', 'agama', 'jajah', 'via'];-8;negative
chatib basri konflik israelpalestina berpotensi buat risiko ekonomi untuk indonesia;['chatib', 'basri', 'konflik', 'israelpalestina', 'potensi', 'risiko', 'ekonomi', 'indonesia'];0;neutral
bisakah israel berdamai dengan palestina bisakah palestina berdamai dengan israel  israel pernah konflik dengan mesir dan yordania tapi sekarang mereka sudah berdamai israel punya riwayat mau berdamai   maukah palestina berdamai dengan israel;['israel', 'damai', 'palestina', 'palestina', 'damai', 'israel', 'israel', 'konflik', 'mesir', 'yordania', 'damai', 'israel', 'riwayat', 'damai', 'mau', 'palestina', 'damai', 'israel'];-11;negative
solusi  negara adalah cara terbaik untuk menyelesaikan konflik israel dan palestina   israel sudah jelas siapa pemimpinnya namun siapakah pemimpin yang sesungguhnya negara palestina saat ini siapakah pemimpin yang sesungguhnya yang akan berbicara atas nama warga palestina;['solusi', 'negara', 'baik', 'selesai', 'konflik', 'israel', 'palestina', 'israel', 'pimpin', 'pimpin', 'sungguh', 'negara', 'palestina', 'pimpin', 'sungguh', 'bicara', 'nama', 'warga', 'palestina'];3;positive
mengukur kekuatan indonesia dan korea selatan dalam konflik israelpalestina;['ukur', 'kuat', 'indonesia', 'korea', 'selatan', 'konflik', 'israelpalestina'];0;neutral
bodoh nanti ini saya ngelihat sebuah penangkapan kombatan dalam konflik perang seperti ini  padahal dalam peperangan jika ketemu musuh pasti langsung saling membunuh tidak ada acara nangkep musuh seperti ini kali ini israel kurang pintar dalam berbohong;['bodoh', 'ngelihat', 'tangkap', 'kombat', 'konflik', 'perang', 'peperangan', 'ketemu', 'musuh', 'langsung', 'bunuh', 'acara', 'nangkep', 'musuh', 'kali', 'israel', 'pintar', 'bohong'];-30;negative
say  ya jelas saya bela habisan masih inget kan replace mulanya twit rasis si  yang nyamain rohingya dengan israel paham kamu konsekuensi twit viral itu menimbulkan kebencian terhadap rohingya dan bahkan bisa memicu konflik horizontal di lapangan;['say', 'ya', 'bela', 'habis', 'inget', 'replace', 'twit', 'ras', 'si', 'nyamain', 'rohingya', 'israel', 'paham', 'konsekuensi', 'twit', 'viral', 'timbul', 'benci', 'rohingya', 'picu', 'konflik', 'horizontal', 'lapang'];-11;negative
apalagi ig dikit konflik israel palestina;['ig', 'dikit', 'konflik', 'israel', 'palestina'];-4;negative
sudah tidak percaya segala campaign ataupun diskursus tentang humanrights dan demokrasi ala barat  konflik israelpalestina lalu merembet ke konflik suku di sulawesi karena isu yang sama membuka mata saya bahwa mereka semua berlagak victim dan berlagak nabi;['percaya', 'campaign', 'diskursus', 'humanrights', 'demokrasi', 'ala', 'barat', 'konflik', 'israelpalestina', 'rembet', 'konflik', 'suku', 'sulawesi', 'isu', 'buka', 'mata', 'lagak', 'victim', 'lagak', 'nabi'];-6;negative
setelah dua bulan konflik berkecamuk di gaza dan tepi barat data terbaru mengungkapkan bahwa lebih dari  ribu warga palestina tewas dibunuh israel ;['konflik', 'kecamuk', 'gaza', 'tepi', 'barat', 'data', 'baru', 'ribu', 'warga', 'palestina', 'tewas', 'bunuh', 'israel'];-21;negative
konflik antara palestinisrael sudah jadi semacam perlawanan ideologikal termasuk di kalangan intelektual  tidak lagi dalam bentuk perbincangan sihat;['konflik', 'palestinisrael', 'lawan', 'ideologikal', 'kalang', 'intelektual', 'bentuk', 'bincang', 'sihat'];5;positive
bukannya memang begitu negara ini dan sebagian besar rakyatnya menolong karena melihat agamanya di papua ntt kan kristen jadi tidak perlu di tolong toh selama ini juga narasi yang dibuat saat konflik israel palestina yang dibela hanya palestina;['negara', 'rakyat', 'tolong', 'agama', 'papua', 'ntt', 'kristen', 'tolong', 'narasi', 'konflik', 'israel', 'palestina', 'bela', 'palestina'];-6;negative
dirjen who dari tedros adhanom ghebreyesus melaporkan adanya kendala dalam proses pengiriman bantuan pasokan medis untuk ke rumah sakit di gaza di tengah meluasnya konflik hamasisrael who pun menjelaskan bahwa gudang pasokan medis dipindahkan ke tempat yang lebih kecil;['dirjen', 'who', 'tedros', 'adhanom', 'ghebreyesus', 'lapor', 'kendala', 'proses', 'kirim', 'bantu', 'pasok', 'medis', 'rumah', 'sakit', 'gaza', 'luas', 'konflik', 'hamasisrael', 'who', 'gudang', 'pasok', 'medis', 'pindah'];-1;negative
konflik palestinisrael anak anggota kabinet perang israel maut dibom di gaza;['konflik', 'palestinisrael', 'anak', 'anggota', 'kabinet', 'perang', 'israel', 'maut', 'bom', 'gaza'];-14;negative
sektor pelancongan di negara haram israel telah menguncup sebanyak     jadual penerbangan di lapangan terbang antarabangsa ben gurion berkurang kirakira     kirakira  pekerja  kehilangan pekerjaan  banyak sektor di negara itu gagal pulih daripada konflik;['sektor', 'lancong', 'negara', 'haram', 'israel', 'kuncup', 'jadual', 'terbang', 'lapang', 'terbang', 'antarabangsa', 'ben', 'gurion', 'kurang', 'kirakira', 'kirakira', 'kerja', 'hilang', 'kerja', 'sektor', 'negara', 'gagal', 'pulih', 'konflik'];-9;negative
dua bulan selepas perang rejim israel ke atas gaza banyak sektor di negara itu gagal pulih daripada impak konflik tersebut  sumber anadolu;['lepas', 'perang', 'rejim', 'israel', 'gaza', 'sektor', 'negara', 'gagal', 'pulih', 'impak', 'konflik', 'sumber', 'anadolu'];-14;negative
konflik palestinisrael rafah ‘santuari’ terakhir rakyat gaza;['konflik', 'palestinisrael', 'rafah', 'santuari', 'rakyat', 'gaza'];0;neutral
as tidak beri tarikh akhir untuk israel tamatkan operasi di gaza   as dakwa tiada kawalan terhadap konflik di gaza;['as', 'tarikh', 'israel', 'tamat', 'operasi', 'gaza', 'as', 'dakwa', 'tiada', 'kawal', 'konflik', 'gaza'];-12;negative
yaaa susah buat nyimpulin namanya perang ya pasti ad perang informasi amp  ada hoax yang disebar keduanya baik itu israel maupun hamas tak terkecuali pendukung dari kedua belah pihak  tinggal gmn nyaringny saja  terus di konflik ini sygny tidak ad istilah hitamputih its all grey;['yaaa', 'susah', 'nyimpulin', 'nama', 'perang', 'ya', 'ad', 'perang', 'informasi', 'amp', 'hoax', 'sebar', 'israel', 'hamas', 'kecuali', 'dukung', 'belah', 'tinggal', 'gmn', 'nyaringny', 'konflik', 'sygny', 'ad', 'istilah', 'hitamputih', 'its', 'all', 'grey'];-22;negative
again   karena soal konflik israel hamas itu adalah persoalan politik global;['again', 'konflik', 'israel', 'hamas', 'politik', 'global'];-6;negative
perlu kamu ingat timnas israel itu peserta  bukan penyelenggara kompetisi olahraga bukan kegiatan politik tp kamu dengan wawasan yang kerdil mengkaitkan politik amp  olahraga apa setelah menolak berkompetisi konflik israel dan palestina berakhir silahkan kamu lihat sendiri;['timnas', 'israel', 'serta', 'selenggara', 'kompetisi', 'olahraga', 'giat', 'politik', 'tp', 'wawas', 'kerdil', 'kait', 'politik', 'amp', 'olahraga', 'tolak', 'kompetisi', 'konflik', 'israel', 'palestina', 'silah', 'lihat'];1;positive
di israel mereka muslim banyak tapi pada dukung zionis kan sudah pernah diwawacara bahkan ad yang jadi tentara idf juga ya manusia manusia model pengkhianat begini diseluruh dunia pasti ada jadi fix israel palestine bukan konflik agama tapi lebih ke penjajahan;['israel', 'muslim', 'dukung', 'zionis', 'diwawacara', 'ad', 'tentara', 'idf', 'ya', 'manusia', 'manusia', 'model', 'khianat', 'seluruh', 'dunia', 'fix', 'israel', 'palestine', 'konflik', 'agama', 'jajah'];-4;negative
pasokan senjata militer myanmar yang diidentifikasi dari wilayah konflik rohingya dan kunjungan perwira tinggi myanmar ke caa industries israel;['pasok', 'senjata', 'militer', 'myanmar', 'identifikasi', 'wilayah', 'konflik', 'rohingya', 'kunjung', 'perwira', 'myanmar', 'caa', 'industries', 'israel'];-4;negative
lalu terkait aceh dan pengungsi rohingya   ri harus mendeteksi hulu dan hilir konflik masih berlangsung tapi peran kali ini diambil oleh militer myanmar dimana suplai senjata mereka juga dari israel zonasi dan deteksi hulu dan hilir amat penting mengetahui siapa pembawa pesan;['kait', 'aceh', 'ungsi', 'rohingya', 'ri', 'deteksi', 'hulu', 'hilir', 'konflik', 'peran', 'kali', 'ambil', 'militer', 'myanmar', 'mana', 'suplai', 'senjata', 'israel', 'zonasi', 'deteksi', 'hulu', 'hilir', 'bawa', 'pesan'];-16;negative
beneran serem sangat lihat orang ngomong peduli palestina sambil demonisasi kelompok korban konflik pembersihan etnik di negaranya ngomong  kayak mereka ini kelakuannya jelek gatau diri sudah seperti israel beneran serem;['beneran', 'rem', 'lihat', 'orang', 'ngomong', 'peduli', 'palestina', 'demon', 'kelompok', 'korban', 'konflik', 'bersih', 'etnik', 'negara', 'ngomong', 'kayak', 'laku', 'jelek', 'gatau', 'israel', 'beneran', 'rem'];-23;negative
melonjaknya korban akibat konflik israelgaza lebih dari  ribu warga palestina tewas;['lonjak', 'korban', 'akibat', 'konflik', 'israelgaza', 'ribu', 'warga', 'palestina', 'tewas'];-7;negative
bravob jadi tak pernah ada konflik sengketa lahan antara warga palestina di jalur gaza dengan israel mlh scr defacto teroris hamas  adalah penguasa tertinggi yang absolut di jalur gaza karena tiada sistem demokrasi yang jurdil di situ sejak  sampe skrg;['bravob', 'konflik', 'sengketa', 'lahan', 'warga', 'palestina', 'jalur', 'gaza', 'israel', 'mlh', 'scr', 'defacto', 'teroris', 'hamas', 'kuasa', 'tinggi', 'absolut', 'jalur', 'gaza', 'tiada', 'sistem', 'demokrasi', 'jurdil', 'situ', 'sampe', 'skrg'];-16;negative
patromaks perlu diketahui konflik israel itu tidak pernah sama palestina tapi dengan arab dua state yang dimaksud di bbrp resolusi pbb itu selalu israel dengan arab arab yang berkomposisi dari bbrp negara itu mau membentuk negara baru yaitu palestina hanya tidak kesampaian karena menolak resolusi;['patromaks', 'konflik', 'israel', 'palestina', 'arab', 'state', 'bbrp', 'resolusi', 'pbb', 'israel', 'arab', 'arab', 'komposisi', 'bbrp', 'negara', 'bentuk', 'negara', 'palestina', 'tolak', 'resolusi'];6;positive
id entah kenapa di base itu polanya sama kaya waktu konflik palestinaisrael aneh jatuhnya is it coincidence;['id', 'base', 'pola', 'kaya', 'konflik', 'palestinaisrael', 'aneh', 'jatuh', 'is', 'it', 'coincidence'];-6;negative
konflik gaza bongkar kedok kebebasan ekspresi di barat           genocide;['konflik', 'gaza', 'bongkar', 'kedok', 'bebas', 'ekspresi', 'barat', 'genocide'];-7;negative
konflik israelpalestin tak jejas hubungan m’siaas kata pegawai as;['konflik', 'israelpalestin', 'jejas', 'hubung', 'm', 'siaas', 'pegawai', 'as'];0;neutral
israel itu yaa mirip australia lah ethnic cleansing suku aborigin sebagai penduduk asli makanya dibuat sebagai benua sendiri supaya tidak konflik sama orang asia;['israel', 'yaa', 'australia', 'ethnic', 'cleansing', 'suku', 'aborigin', 'duduk', 'asli', 'benua', 'konflik', 'orang', 'asia'];-3;negative
ada… tapi agak tone deaf karena menyebut genosida sebagai “konflik” dan tidak menyebutkan palestina secara langsung hanya “timur tengah” mereka memang jelasin tidak berkaitan sama mcd israel tapi kan masih satu entitas sama mcd amerika jadi seperti “muter” begitu… tidak to the point;['ada', 'tone', 'deaf', 'sebut', 'genosida', 'konflik', 'palestina', 'langsung', 'timur', 'jelasin', 'kait', 'mcd', 'israel', 'entitas', 'mcd', 'amerika', 'muter', 'begitu', 'to', 'the', 'point'];2;positive
karena israel tidak mau terlibat konflik degan rusiaisrael punya musuh di syria proxynya iran ngirim senjata ke hizbuloh libanon lewat syriarusia tidak ikut campur dan mempunyai sikat netral iron dome lebih baik dari pada sishanud jarak pendek rusiasishanud rusia tidak mampu;['israel', 'libat', 'konflik', 'degan', 'rusiaisrael', 'musuh', 'syria', 'proxynya', 'iran', 'ngirim', 'senjata', 'hizbuloh', 'libanon', 'syriarusia', 'campur', 'sikat', 'netral', 'iron', 'dome', 'sishanud', 'jarak', 'pendek', 'rusiasishanud', 'rusia'];-9;negative
kataku kalau emang mau masukin keberpihakan media mending kamu pilih satu media apa misalkan cnn atau kompas nanti kamu kaji dari berita berita mereka tentang konflik israel palestina berpihak sama siapaa tuh bisa buat satu esai;['kata', 'emang', 'masukin', 'pihak', 'media', 'mending', 'pilih', 'media', 'cnn', 'kompas', 'kaji', 'berita', 'berita', 'konflik', 'israel', 'palestina', 'pihak', 'siapaa', 'tuh', 'esai'];-13;negative
imagine acah ada moral high ground dalam konflik israel palestine tapi beria sokong yang hitler patut bunuh semua yahudi masa ww insane…;['imagine', 'acah', 'moral', 'high', 'ground', 'konflik', 'israel', 'palestine', 'ria', 'sokong', 'hitler', 'patut', 'bunuh', 'yahudi', 'ww', 'insane'];-15;negative
saya bilang juga apa ini sudah saya prediksi saat replace konflik rusiaukraina  bisa juga ww karena ukraina dan saat ini karena kekalahan israel negara teroris jadi banyak kerugian puncak nya akan tercetus ww;['bilang', 'prediksi', 'replace', 'konflik', 'rusiaukraina', 'ww', 'ukraina', 'kalah', 'israel', 'negara', 'teroris', 'rugi', 'puncak', 'nya', 'cetus', 'ww'];-19;negative
sepertinya cocok di konflik israel  palestina netanyahu mati hamas hancur nah pasti akan muncul figur yang emang benarbenar mau mewujudkan perdamaian;['cocok', 'konflik', 'israel', 'palestina', 'netanyahu', 'mati', 'hamas', 'hancur', 'muncul', 'figur', 'emang', 'benarbenar', 'wujud', 'damai'];-6;negative
minta menteri luar negeri menyatakan apakah pendirian kerajaan berkenaan konflik israel dan palestin;['menteri', 'negeri', 'diri', 'raja', 'konflik', 'israel', 'palestin'];-6;negative
penasaran saja sih apa bener mekdi di daerah jabodetabek lagi sepi sangat dibandingkan sebelum konflik israel vs palestine tahun ini;['penasaran', 'sih', 'bener', 'mekdi', 'daerah', 'jabodetabek', 'sepi', 'banding', 'konflik', 'israel', 'vs', 'palestine'];-15;negative
lim beda sama israel selain emang konflik sudah dari lama sangat sudah gampang keliatan terus israel ngecounternya juga goblok sangat wkwkwk;['lim', 'beda', 'israel', 'emang', 'konflik', 'gampang', 'liat', 'israel', 'ngecounternya', 'goblok', 'wkwkwk'];-18;negative
angka korban kekejaman israel kali ini lebih dahsyat berbanding  tahun lalu yang menyaksikan lebih  orang terbunuh dan  juta daripada  juta penduduk gaza diusir tetapi tiada tempat untuk dituju  berikut perbandingan peristiwa nakba  dan konflik palestinisrael…;['angka', 'korban', 'kejam', 'israel', 'kali', 'dahsyat', 'banding', 'saksi', 'orang', 'bunuh', 'juta', 'juta', 'duduk', 'gaza', 'usir', 'tiada', 'tuju', 'banding', 'peristiwa', 'nakba', 'konflik', 'palestinisrael'];-39;negative
video konflik palestinisrael ‘mak sangat rindu kamu’;['video', 'konflik', 'palestinisrael', 'mak', 'rindu'];-3;negative
di wilayah palestina einstein menyatakan bahwa pendirian israel akan mengakibatkan konflik yang berkepanjangan antara yahudi dan arab serta melanggar hakhak asasi manusia namun meskipun kritiknya einstein tetap berharap agar kedua belah pihak dapat;['wilayah', 'palestina', 'einstein', 'diri', 'israel', 'akibat', 'konflik', 'panjang', 'yahudi', 'arab', 'langgar', 'hakhak', 'asasi', 'manusia', 'kritik', 'einstein', 'harap', 'belah'];-15;negative
tiga serangan israel menghantam rumah yang dipenuhi pengungsi di rafah selatan gaza menyebabkan sembilan warga palestina tewas sekretaris jenderal pbb antonio guterres memperingatkan dewan keamanan pbb akan ancaman global dari konflik israel dan hamas;['serang', 'israel', 'hantam', 'rumah', 'penuh', 'ungsi', 'rafah', 'selatan', 'gaza', 'sebab', 'sembilan', 'warga', 'palestina', 'tewas', 'sekretaris', 'jenderal', 'pbb', 'antonio', 'guterres', 'ingat', 'dewan', 'aman', 'pbb', 'ancam', 'global', 'konflik', 'israel', 'hamas'];-28;negative
konflik palestinisrael ‘intern’ white house tulis surat gesa gencatan senjata;['konflik', 'palestinisrael', 'intern', 'white', 'house', 'tulis', 'surat', 'gesa', 'gencat', 'senjata'];-5;negative
‘boikot dengan ilmu bukan perasaan’ – fuziah;['boikot', 'ilmu', 'asa', 'fuziah'];2;positive
dampak konflik palestinaisrael ke indonesia salah satunya kenaikan bahan pokok;['dampak', 'konflik', 'palestinaisrael', 'indonesia', 'salah', 'satu', 'naik', 'bahan', 'pokok'];-13;negative
ge mulai meninggalkan update tentang konflik palestinaisrael ketika  kubu mulai hoaxan;['ge', 'tinggal', 'update', 'konflik', 'palestinaisrael', 'kubu', 'hoaxan'];-3;negative
mana itu si  hidung datar intelek yang seolah ngomong kemanusian harus adil buat israel tapi bawa agenda politik zionism ini ada kabar dari mereka nih yang menentang politik zionism di israel  hyperaktif yang subjektif menyangkutnyangkutkan agama sebagai pemicu konflik tolol;['si', 'hidung', 'datar', 'intelek', 'ngomong', 'kemanusian', 'adil', 'israel', 'bawa', 'agenda', 'politik', 'zionism', 'kabar', 'nih', 'tentang', 'politik', 'zionism', 'israel', 'hyperaktif', 'subjektif', 'menyangkutnyangkutkan', 'agama', 'picu', 'konflik', 'tolol'];-33;negative
jenggot yang belain kaum israel pada kemana ya ini lihat konflik ini bukan tentang agama tapi emng zionistnya yang resek;['jenggot', 'bain', 'kaum', 'israel', 'mana', 'ya', 'lihat', 'konflik', 'agama', 'emng', 'zionistnya', 'resek'];-7;negative
eh domba sesat babi gagasan diplomasi  dari gusdur itu berangkat daripada konflik israelpalestina pada saat itu indonesia tidak bisa berperan menengahi konflik karena tidak punya hubungan di plomatik dengan israel makanya di gagas seperti itu tapi tidak terjadi bisa bedakan ya babi;['eh', 'domba', 'sesat', 'babi', 'gagas', 'diplomasi', 'gusdur', 'berangkat', 'konflik', 'israelpalestina', 'indonesia', 'peran', 'tengah', 'konflik', 'hubung', 'plomatik', 'israel', 'gagas', 'beda', 'ya', 'babi'];-30;negative
eh kafir babi gagasan diplomasi  dari gusdur itu berangkat daripada konflik israelpalestina pada saat itu indonesia tidak bisa berperan menengahi konflik karena tidak punya hubungan di plomatik dengan israel makanya di gagas seperti itu tapi tidak terjadi bisa bedakan ya babi teroris;['eh', 'kafir', 'babi', 'gagas', 'diplomasi', 'gusdur', 'berangkat', 'konflik', 'israelpalestina', 'indonesia', 'peran', 'tengah', 'konflik', 'hubung', 'plomatik', 'israel', 'gagas', 'beda', 'ya', 'babi', 'teroris'];-28;negative
pulangkan rohingya ke negaranya bljar dri konflik palestinaisrael  tidak ada yang tahu masa depan negara ini jk jadi tampungan warga negara lain;['pulang', 'rohingya', 'negara', 'bljar', 'dri', 'konflik', 'palestinaisrael', 'negara', 'jk', 'tampung', 'warga', 'negara'];0;neutral
si sander lucu ini semua tidak ada hubungannya sama taylor lagian award ini di hitung sejak replace tahun sementara konflik palestineisrael baru oktober kemarin tahun  memang impact taylor  besar baet;['si', 'sander', 'lucu', 'hubung', 'taylor', 'award', 'hitung', 'replace', 'konflik', 'palestineisrael', 'oktober', 'kemarin', 'impact', 'taylor', 'baet'];-4;negative
putin datang ke timur tengah tengahi konflik israelpalestina;['putin', 'timur', 'tengah', 'konflik', 'israelpalestina'];2;positive
📌al jazeera📌  🔻wsj menurut seorang pejabat amerika blinken memberi tahu dewan perang israel tentang keyakinan washington bahwa konflik harus diakhiri dalam beberapa minggu bukan bulan;['al', 'jazeera', 'wsj', 'jabat', 'amerika', 'blinken', 'dewan', 'perang', 'israel', 'yakin', 'washington', 'konflik', 'minggu'];-11;negative
dewan negara pendirian malaysia tentang palestin tidak akan berubah;['dewan', 'negara', 'diri', 'malaysia', 'palestin', 'ubah'];-4;negative
